Ticker,Frequency,Fiscal,Period Ending,Total Revenue,Reported Currency,Fiscal_period
SWOBY,annual,FY 2022,2022-12-31 00:00:00,"18,790,000,000",SEK,Fiscal year is January - December
SWOBY,annual,FY 2021,2021-12-31 00:00:00,"15,529,000,000",SEK,Fiscal year is January - December
SWOBY,annual,FY 2020,2020-12-31 00:00:00,"15,261,000,000",SEK,Fiscal year is January - December
SWOBY,annual,FY 2019,2019-12-31 00:00:00,"14,248,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q3 2024,2024-09-30 00:00:00,"6,894,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q2 2024,2024-06-30 00:00:00,"5,442,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q1 2024,2024-03-31 00:00:00,"6,256,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q4 2023,2023-12-31 00:00:00,"6,843,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q3 2023,2023-09-30 00:00:00,"5,168,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q2 2023,2023-06-30 00:00:00,"4,872,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q1 2023,2023-03-31 00:00:00,"5,239,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q4 2022,2022-12-31 00:00:00,"5,990,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q3 2022,2022-09-30 00:00:00,"3,999,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q2 2022,2022-06-30 00:00:00,"3,876,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q1 2022,2022-03-31 00:00:00,"4,925,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q4 2021,2021-12-31 00:00:00,"4,896,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q3 2021,2021-09-30 00:00:00,"3,761,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q2 2021,2021-06-30 00:00:00,"3,211,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q1 2021,2021-03-31 00:00:00,"3,661,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q4 2020,2020-12-31 00:00:00,"4,581,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q3 2020,2020-09-30 00:00:00,"2,970,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q2 2020,2020-06-30 00:00:00,"3,070,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q1 2020,2020-03-31 00:00:00,"4,639,000,000",SEK,Fiscal year is January - December
SWOBY,quarterly,Q4 2019,2019-12-31 00:00:00,"4,890,000,000",SEK,Fiscal year is January - December
TCNAF,annual,TTM,2022-08-31 00:00:00,"3,888,571",CAD,Fiscal year is December - November
TCNAF,annual,FY 2021,2021-11-30 00:00:00,"3,999,001",CAD,Fiscal year is December - November
TCNAF,annual,FY 2020,2020-11-30 00:00:00,"6,957,336",CAD,Fiscal year is December - November
TCNAF,annual,FY 2019,2019-11-30 00:00:00,"240,460",CAD,Fiscal year is December - November
TCNAF,annual,FY 2018,2018-11-30 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,annual,FY 2017,2017-11-30 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,quarterly,Q3 2022,2022-08-31 00:00:00,"684,149",CAD,Fiscal year is December - November
TCNAF,quarterly,Q2 2022,2022-05-31 00:00:00,"920,837",CAD,Fiscal year is December - November
TCNAF,quarterly,Q1 2022,2022-02-28 00:00:00,"585,353",CAD,Fiscal year is December - November
TCNAF,quarterly,Q4 2021,2021-11-30 00:00:00,"1,698,232",CAD,Fiscal year is December - November
TCNAF,quarterly,Q3 2021,2021-08-31 00:00:00,"975,129",CAD,Fiscal year is December - November
TCNAF,quarterly,Q2 2021,2021-05-31 00:00:00,"734,204",CAD,Fiscal year is December - November
TCNAF,quarterly,Q1 2021,2021-02-28 00:00:00,"591,436",CAD,Fiscal year is December - November
TCNAF,quarterly,Q4 2020,2020-11-30 00:00:00,"896,861",CAD,Fiscal year is December - November
TCNAF,quarterly,Q3 2020,2020-08-31 00:00:00,"1,741,413",CAD,Fiscal year is December - November
TCNAF,quarterly,Q2 2020,2020-05-31 00:00:00,"3,510,354",CAD,Fiscal year is December - November
TCNAF,quarterly,Q1 2020,2020-02-29 00:00:00,"859,159",CAD,Fiscal year is December - November
TCNAF,quarterly,Q4 2019,2019-11-30 00:00:00,"240,460",CAD,Fiscal year is December - November
TCNAF,quarterly,Q3 2019,2019-08-31 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,quarterly,Q2 2019,2019-05-31 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,quarterly,Q1 2019,2019-02-28 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,quarterly,Q4 2018,2018-11-30 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,quarterly,Q3 2018,2018-08-31 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,quarterly,Q2 2018,2018-05-31 00:00:00,-,CAD,Fiscal year is December - November
TCNAF,quarterly,Q1 2018,2018-02-28 00:00:00,-,CAD,Fiscal year is December - November
TCON,annual,TTM,2024-06-30 00:00:00,"3,200,000",USD,Fiscal year is January - December
TCON,annual,FY 2023,2023-12-31 00:00:00,"12,045,000",USD,Fiscal year is January - December
TCON,annual,FY 2022,2022-12-31 00:00:00,-,USD,Fiscal year is January - December
TCON,annual,FY 2021,2021-12-31 00:00:00,"346,000",USD,Fiscal year is January - December
TCON,annual,FY 2020,2020-12-31 00:00:00,-,USD,Fiscal year is January - December
TCON,annual,FY 2019,2019-12-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q2 2024,2024-06-30 00:00:00,"55,000",USD,Fiscal year is January - December
TCON,quarterly,Q1 2024,2024-03-31 00:00:00,"100,000",USD,Fiscal year is January - December
TCON,quarterly,Q4 2023,2023-12-31 00:00:00,"3,045,000",USD,Fiscal year is January - December
TCON,quarterly,Q3 2023,2023-09-30 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q2 2023,2023-06-30 00:00:00,"9,000,000",USD,Fiscal year is January - December
TCON,quarterly,Q1 2023,2023-03-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q4 2022,2022-12-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q3 2022,2022-09-30 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q2 2022,2022-06-30 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q1 2022,2022-03-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q4 2021,2021-12-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q3 2021,2021-09-30 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q2 2021,2021-06-30 00:00:00,"346,000",USD,Fiscal year is January - December
TCON,quarterly,Q1 2021,2021-03-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q4 2020,2020-12-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q3 2020,2020-09-30 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q2 2020,2020-06-30 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q1 2020,2020-03-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q4 2019,2019-12-31 00:00:00,-,USD,Fiscal year is January - December
TCON,quarterly,Q3 2019,2019-09-30 00:00:00,-,USD,Fiscal year is January - December
TELIF,annual,TTM,2024-08-31 00:00:00,"4,427,942",CAD,Fiscal year is September - August
TELIF,annual,FY 2024,2024-08-31 00:00:00,"4,427,942",CAD,Fiscal year is September - August
TELIF,annual,FY 2023,2023-08-31 00:00:00,"2,824,010",CAD,Fiscal year is September - August
TELIF,annual,FY 2022,2022-08-31 00:00:00,"595,398",CAD,Fiscal year is September - August
TELIF,annual,FY 2021,2021-08-31 00:00:00,-,CAD,Fiscal year is September - August
TELIF,annual,FY 2020,2020-08-31 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q4 2024,2024-08-31 00:00:00,"1,012,534",CAD,Fiscal year is September - August
TELIF,quarterly,Q3 2024,2024-05-31 00:00:00,"1,224,351",CAD,Fiscal year is September - August
TELIF,quarterly,Q2 2024,2024-02-29 00:00:00,"686,205",CAD,Fiscal year is September - August
TELIF,quarterly,Q1 2024,2023-11-30 00:00:00,"1,504,852",CAD,Fiscal year is September - August
TELIF,quarterly,Q4 2023,2023-08-31 00:00:00,"483,618",CAD,Fiscal year is September - August
TELIF,quarterly,Q3 2023,2023-05-31 00:00:00,"1,012,999",CAD,Fiscal year is September - August
TELIF,quarterly,Q2 2023,2023-02-28 00:00:00,"816,328",CAD,Fiscal year is September - August
TELIF,quarterly,Q1 2023,2022-11-30 00:00:00,"511,065",CAD,Fiscal year is September - August
TELIF,quarterly,Q4 2022,2022-08-31 00:00:00,"595,398",CAD,Fiscal year is September - August
TELIF,quarterly,Q3 2022,2022-05-31 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q2 2022,2022-02-28 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q1 2022,2021-11-30 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q4 2021,2021-08-31 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q3 2021,2021-05-31 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q2 2021,2021-02-28 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q1 2021,2020-11-30 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q4 2020,2020-08-31 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q3 2020,2020-05-31 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q2 2020,2020-02-29 00:00:00,-,CAD,Fiscal year is September - August
TELIF,quarterly,Q1 2020,2019-11-30 00:00:00,-,CAD,Fiscal year is September - August
TEVJF,annual,TTM,2024-09-30 00:00:00,"16,772,000,000",USD,Fiscal year is January - December
TEVJF,annual,FY 2023,2023-12-31 00:00:00,"15,846,000,000",USD,Fiscal year is January - December
TEVJF,annual,FY 2022,2022-12-31 00:00:00,"14,925,000,000",USD,Fiscal year is January - December
TEVJF,annual,FY 2021,2021-12-31 00:00:00,"15,878,000,000",USD,Fiscal year is January - December
TEVJF,annual,FY 2020,2020-12-31 00:00:00,"16,659,000,000",USD,Fiscal year is January - December
TEVJF,annual,FY 2019,2019-12-31 00:00:00,"16,887,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q3 2024,2024-09-30 00:00:00,"4,332,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q2 2024,2024-06-30 00:00:00,"4,164,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q1 2024,2024-03-31 00:00:00,"3,819,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q4 2023,2023-12-31 00:00:00,"4,457,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q3 2023,2023-09-30 00:00:00,"3,850,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q2 2023,2023-06-30 00:00:00,"3,878,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q1 2023,2023-03-31 00:00:00,"3,661,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q4 2022,2022-12-31 00:00:00,"3,884,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q3 2022,2022-09-30 00:00:00,"3,595,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q2 2022,2022-06-30 00:00:00,"3,786,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q1 2022,2022-03-31 00:00:00,"3,661,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q4 2021,2021-12-31 00:00:00,"4,100,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q3 2021,2021-09-30 00:00:00,"3,887,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q2 2021,2021-06-30 00:00:00,"3,910,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q1 2021,2021-03-31 00:00:00,"3,982,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q4 2020,2020-12-31 00:00:00,"4,453,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q3 2020,2020-09-30 00:00:00,"3,978,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q2 2020,2020-06-30 00:00:00,"3,870,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q1 2020,2020-03-31 00:00:00,"4,357,000,000",USD,Fiscal year is January - December
TEVJF,quarterly,Q4 2019,2019-12-31 00:00:00,"4,467,000,000",USD,Fiscal year is January - December
TGIFF,annual,TTM,2024-04-30 00:00:00,"20,062,943",CAD,Fiscal year is August - July
TGIFF,annual,FY 2023,2023-07-31 00:00:00,"18,273,280",CAD,Fiscal year is August - July
TGIFF,annual,FY 2022,2022-07-31 00:00:00,"12,537,937",CAD,Fiscal year is August - July
TGIFF,annual,FY 2021,2021-07-31 00:00:00,"11,975,021",CAD,Fiscal year is August - July
TGIFF,annual,FY 2020,2020-07-31 00:00:00,"11,962,525",CAD,Fiscal year is August - July
TGIFF,annual,FY 2019,2019-07-31 00:00:00,"18,059,774",CAD,Fiscal year is August - July
TGIFF,quarterly,Q3 2024,2024-04-30 00:00:00,"4,865,696",CAD,Fiscal year is August - July
TGIFF,quarterly,Q2 2024,2024-01-31 00:00:00,"4,744,948",CAD,Fiscal year is August - July
TGIFF,quarterly,Q1 2024,2023-10-31 00:00:00,"5,514,387",CAD,Fiscal year is August - July
TGIFF,quarterly,Q4 2023,2023-07-31 00:00:00,"4,937,912",CAD,Fiscal year is August - July
TGIFF,quarterly,Q3 2023,2023-04-30 00:00:00,"4,073,142",CAD,Fiscal year is August - July
TGIFF,quarterly,Q2 2023,2023-01-31 00:00:00,"4,297,375",CAD,Fiscal year is August - July
TGIFF,quarterly,Q1 2023,2022-10-31 00:00:00,"4,964,851",CAD,Fiscal year is August - July
TGIFF,quarterly,Q4 2022,2022-07-31 00:00:00,"2,607,511",CAD,Fiscal year is August - July
TGIFF,quarterly,Q3 2022,2022-04-30 00:00:00,"4,256,280",CAD,Fiscal year is August - July
TGIFF,quarterly,Q2 2022,2022-01-31 00:00:00,"3,208,082",CAD,Fiscal year is August - July
TGIFF,quarterly,Q1 2022,2021-10-31 00:00:00,"2,466,064",CAD,Fiscal year is August - July
TGIFF,quarterly,Q4 2021,2021-07-31 00:00:00,"2,510,169",CAD,Fiscal year is August - July
TGIFF,quarterly,Q3 2021,2021-04-30 00:00:00,"3,370,510",CAD,Fiscal year is August - July
TGIFF,quarterly,Q2 2021,2021-01-31 00:00:00,"3,406,826",CAD,Fiscal year is August - July
TGIFF,quarterly,Q1 2021,2020-10-31 00:00:00,"2,687,516",CAD,Fiscal year is August - July
TGIFF,quarterly,Q4 2020,2020-07-31 00:00:00,"2,388,010",CAD,Fiscal year is August - July
TGIFF,quarterly,Q3 2020,2020-04-30 00:00:00,"2,554,067",CAD,Fiscal year is August - July
TGIFF,quarterly,Q2 2020,2020-01-31 00:00:00,"3,139,265",CAD,Fiscal year is August - July
TGIFF,quarterly,Q1 2020,2019-10-31 00:00:00,"3,881,183",CAD,Fiscal year is August - July
TGIFF,quarterly,Q4 2019,2019-07-31 00:00:00,"5,244,946",CAD,Fiscal year is August - July
TGRP,annual,TTM,2018-09-30 00:00:00,"1,009,551",USD,Fiscal year is January - December
TGRP,annual,FY 2017,2017-12-31 00:00:00,"1,481,073",USD,Fiscal year is January - December
TGRP,annual,FY 2016,2016-12-31 00:00:00,"1,476,235",USD,Fiscal year is January - December
TGRP,annual,FY 2015,2015-12-31 00:00:00,"1,868,693",USD,Fiscal year is January - December
TGRP,quarterly,Q3 2018,2018-09-30 00:00:00,"315,819",USD,Fiscal year is January - December
TGRP,quarterly,Q2 2018,2018-06-30 00:00:00,"277,752",USD,Fiscal year is January - December
TGRP,quarterly,Q1 2018,2018-03-31 00:00:00,"310,183",USD,Fiscal year is January - December
TGRP,quarterly,Q4 2017,2017-12-31 00:00:00,"105,797",USD,Fiscal year is January - December
TGRP,quarterly,Q3 2017,2017-09-30 00:00:00,"338,394",USD,Fiscal year is January - December
TGRP,quarterly,Q2 2017,2017-06-30 00:00:00,"290,645",USD,Fiscal year is January - December
TGRP,quarterly,Q1 2017,2017-03-31 00:00:00,"600,199",USD,Fiscal year is January - December
TGRP,quarterly,Q4 2016,2016-12-31 00:00:00,"472,932",USD,Fiscal year is January - December
TGRP,quarterly,Q3 2016,2016-09-30 00:00:00,"313,507",USD,Fiscal year is January - December
THCBF,annual,TTM,2023-04-30 00:00:00,"2,227,914",CAD,Fiscal year is August - July
THCBF,annual,FY 2022,2022-07-31 00:00:00,"2,449,679",CAD,Fiscal year is August - July
THCBF,annual,FY 2021,2021-07-31 00:00:00,"2,628,469",CAD,Fiscal year is August - July
THCBF,annual,FY 2020,2020-07-31 00:00:00,"3,245,537",CAD,Fiscal year is August - July
THCBF,annual,FY 2019,2019-07-31 00:00:00,"1,489,603",CAD,Fiscal year is August - July
THCBF,annual,FY 2018,2018-07-31 00:00:00,"925,339",CAD,Fiscal year is August - July
THCBF,quarterly,Q3 2023,2023-04-30 00:00:00,"381,623",CAD,Fiscal year is August - July
THCBF,quarterly,Q2 2023,2023-01-31 00:00:00,"608,973",CAD,Fiscal year is August - July
THCBF,quarterly,Q1 2023,2022-10-31 00:00:00,"565,449",CAD,Fiscal year is August - July
THCBF,quarterly,Q4 2022,2022-07-31 00:00:00,"671,869",CAD,Fiscal year is August - July
THCBF,quarterly,Q3 2022,2022-04-30 00:00:00,"489,576",CAD,Fiscal year is August - July
THCBF,quarterly,Q2 2022,2022-01-31 00:00:00,"447,934",CAD,Fiscal year is August - July
THCBF,quarterly,Q1 2022,2021-10-31 00:00:00,"825,201",CAD,Fiscal year is August - July
THCBF,quarterly,Q4 2021,2021-07-31 00:00:00,"694,008",CAD,Fiscal year is August - July
THCBF,quarterly,Q3 2021,2021-04-30 00:00:00,"1,109,503",CAD,Fiscal year is August - July
THCBF,quarterly,Q2 2021,2021-01-31 00:00:00,"1,021,989",CAD,Fiscal year is August - July
THCBF,quarterly,Q1 2021,2020-10-31 00:00:00,"460,567",CAD,Fiscal year is August - July
THCBF,quarterly,Q4 2020,2020-07-31 00:00:00,"751,567",CAD,Fiscal year is August - July
THCBF,quarterly,Q3 2020,2020-04-30 00:00:00,"696,134",CAD,Fiscal year is August - July
THCBF,quarterly,Q2 2020,2020-01-31 00:00:00,"1,246,625",CAD,Fiscal year is August - July
THCBF,quarterly,Q1 2020,2019-10-31 00:00:00,"1,044,510",CAD,Fiscal year is August - July
THCBF,quarterly,Q4 2019,2019-07-31 00:00:00,"382,096",CAD,Fiscal year is August - July
THCBF,quarterly,Q3 2019,2019-04-30 00:00:00,"354,326",CAD,Fiscal year is August - July
THCBF,quarterly,Q2 2019,2019-01-31 00:00:00,"474,041",CAD,Fiscal year is August - July
THCBF,quarterly,Q1 2019,2018-10-31 00:00:00,"279,140",CAD,Fiscal year is August - July
THCBF,quarterly,Q4 2018,2018-07-31 00:00:00,"163,883",CAD,Fiscal year is August - July
TKPHF,annual,TTM,2024-09-30 00:00:00,"4,546,083,000,000",JPY,Fiscal year is April - March
TKPHF,annual,FY 2024,2024-03-31 00:00:00,"4,263,762,000,000",JPY,Fiscal year is April - March
TKPHF,annual,FY 2023,2023-03-31 00:00:00,"4,027,478,000,000",JPY,Fiscal year is April - March
TKPHF,annual,FY 2022,2022-03-31 00:00:00,"3,569,006,000,000",JPY,Fiscal year is April - March
TKPHF,annual,FY 2021,2021-03-31 00:00:00,"3,197,812,000,000",JPY,Fiscal year is April - March
TKPHF,annual,FY 2020,2020-03-31 00:00:00,"3,291,188,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q2 2025,2024-09-30 00:00:00,"1,176,038,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q1 2025,2024-06-30 00:00:00,"1,207,990,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q4 2024,2024-03-31 00:00:00,"1,050,869,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q3 2024,2023-12-31 00:00:00,"1,111,186,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q2 2024,2023-09-30 00:00:00,"1,043,089,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q1 2024,2023-06-30 00:00:00,"1,058,618,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q4 2023,2023-03-31 00:00:00,"956,156,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q3 2023,2022-12-31 00:00:00,"1,096,551,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q2 2023,2022-09-30 00:00:00,"1,002,307,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q1 2023,2022-06-30 00:00:00,"972,465,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q4 2022,2022-03-31 00:00:00,"873,289,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q3 2022,2021-12-31 00:00:00,"901,294,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q2 2022,2021-09-30 00:00:00,"844,819,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q1 2022,2021-06-30 00:00:00,"949,603,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q4 2021,2021-03-31 00:00:00,"770,274,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q3 2021,2020-12-31 00:00:00,"836,753,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q2 2021,2020-09-30 00:00:00,"788,935,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q1 2021,2020-06-30 00:00:00,"801,850,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q4 2020,2020-03-31 00:00:00,"771,702,000,000",JPY,Fiscal year is April - March
TKPHF,quarterly,Q3 2020,2019-12-31 00:00:00,"859,317,000,000",JPY,Fiscal year is April - March
TLLTF,annual,TTM,2024-09-30 00:00:00,"128,590,000",USD,Fiscal year is January - December
TLLTF,annual,FY 2023,2023-12-31 00:00:00,"165,956,000",USD,Fiscal year is January - December
TLLTF,annual,FY 2022,2022-12-31 00:00:00,"174,188,000",USD,Fiscal year is January - December
TLLTF,annual,FY 2021,2021-12-31 00:00:00,"202,705,000",USD,Fiscal year is January - December
TLLTF,annual,FY 2020,2020-12-31 00:00:00,"158,409,000",USD,Fiscal year is January - December
TLLTF,annual,FY 2019,2019-12-31 00:00:00,"146,935,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q3 2024,2024-09-30 00:00:00,"26,967,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q2 2024,2024-06-30 00:00:00,"26,581,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q1 2024,2024-03-31 00:00:00,"37,504,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q4 2023,2023-12-31 00:00:00,"37,538,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q3 2023,2023-09-30 00:00:00,"44,555,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q2 2023,2023-06-30 00:00:00,"41,599,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q1 2023,2023-03-31 00:00:00,"42,264,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q4 2022,2022-12-31 00:00:00,"44,294,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q3 2022,2022-09-30 00:00:00,"40,487,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q2 2022,2022-06-30 00:00:00,"47,055,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q1 2022,2022-03-31 00:00:00,"42,352,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q4 2021,2021-12-31 00:00:00,"54,057,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q3 2021,2021-09-30 00:00:00,"53,362,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q2 2021,2021-06-30 00:00:00,"48,469,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q1 2021,2021-03-31 00:00:00,"46,817,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q4 2020,2020-12-31 00:00:00,"42,264,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q3 2020,2020-09-30 00:00:00,"39,084,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q2 2020,2020-06-30 00:00:00,"36,436,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q1 2020,2020-03-31 00:00:00,"40,625,000",USD,Fiscal year is January - December
TLLTF,quarterly,Q4 2019,2019-12-31 00:00:00,-,USD,Fiscal year is January - December
TLPPF,annual,TTM,2024-06-30 00:00:00,"645,677,000",AUD,Fiscal year is January - December
TLPPF,annual,FY 2023,2023-12-31 00:00:00,"502,547,000",AUD,Fiscal year is January - December
TLPPF,annual,FY 2022,2022-12-31 00:00:00,"160,096,000",AUD,Fiscal year is January - December
TLPPF,annual,FY 2021,2021-12-31 00:00:00,"7,596,000",AUD,Fiscal year is January - December
TLPPF,annual,FY 2020,2020-12-31 00:00:00,"5,213,000",AUD,Fiscal year is January - December
TLPPF,annual,FY 2019,2019-12-31 00:00:00,"3,485,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q2 2024,2024-06-30 00:00:00,"188,963,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q1 2024,2024-03-31 00:00:00,"175,001,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q4 2023,2023-12-31 00:00:00,"140,856,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q3 2023,2023-09-30 00:00:00,"140,856,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q2 2023,2023-06-30 00:00:00,"119,556,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q1 2023,2023-03-31 00:00:00,"101,278,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q4 2022,2022-12-31 00:00:00,"68,024,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q3 2022,2022-09-30 00:00:00,"68,024,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q2 2022,2022-06-30 00:00:00,"12,023,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q1 2022,2022-03-31 00:00:00,"12,023,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q4 2021,2021-12-31 00:00:00,"2,343,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q3 2021,2021-09-30 00:00:00,"2,343,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q2 2021,2021-06-30 00:00:00,"1,455,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q1 2021,2021-03-31 00:00:00,"1,455,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q4 2020,2020-12-31 00:00:00,"1,803,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q3 2020,2020-09-30 00:00:00,"1,803,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q2 2020,2020-06-30 00:00:00,"803,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q1 2020,2020-03-31 00:00:00,"803,500",AUD,Fiscal year is January - December
TLPPF,quarterly,Q4 2019,2019-12-31 00:00:00,"834,000",AUD,Fiscal year is January - December
TLPPF,quarterly,Q3 2019,2019-09-30 00:00:00,"834,000",AUD,Fiscal year is January - December
TMSH,annual,TTM,2012-03-31 00:00:00,"91,346",USD,Fiscal year is January - December
TMSH,annual,FY 2011,2011-12-31 00:00:00,"122,604",USD,Fiscal year is January - December
TMSH,annual,FY 2010,2010-12-31 00:00:00,"6,180",USD,Fiscal year is January - December
TMSH,annual,FY 2009,2009-12-31 00:00:00,-,USD,Fiscal year is January - December
