Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-25,000,000",-,"-7,000,000","-11,000,000",-,"-8,000,000","-11,000,000","-31,000,000",-,-,-,"-15,000,000","-1,000,000","-13,000,000",-,-,"-19,000,000","-10,000,000","-15,000,000","-26,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Interest & Investment Income,-,"5,000,000",-,"12,000,000","8,000,000",-,-,-,"2,000,000","7,000,000","2,000,000","1,000,000",-,-,"6,000,000","15,000,000",-,-,-,"17,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-9,000,000",-,-,-,"-3,000,000",-,-,-,"9,000,000",-,-,-,"-20,000,000",-,-,-,"5,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000,000",-,-,-,"5,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBT Excluding Unusual Items,"281,000,000","269,000,000","309,000,000","187,000,000","155,000,000","89,000,000","217,000,000","106,000,000","70,000,000","56,000,000","217,000,000","92,000,000","54,000,000","-21,000,000","172,000,000","11,000,000","-13,000,000","6,000,000","122,000,000","1,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"-1,000,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in DKK,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,000,000",-,-,-,"15,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Asset Writedown,-,-,-,"-1,000,000",-,-,-,"-1,000,000",-,-,-,"-18,000,000",-,-,-,"-24,000,000",-,-,-,"-30,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Pretax Income,"281,000,000","269,000,000","309,000,000","186,000,000","155,000,000","89,000,000","217,000,000","104,000,000","70,000,000","56,000,000","217,000,000","74,000,000","54,000,000","-21,000,000","172,000,000","-14,000,000","-13,000,000","6,000,000","122,000,000","-14,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Income Tax Expense,"69,000,000","68,000,000","77,000,000","46,000,000","38,000,000","23,000,000","54,000,000","26,000,000","18,000,000","14,000,000","54,000,000","-2,000,000","17,000,000",-,"45,000,000","17,000,000","7,000,000","16,000,000","36,000,000","-1,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Net Income,"212,000,000","201,000,000","232,000,000","140,000,000","117,000,000","66,000,000","163,000,000","78,000,000","52,000,000","42,000,000","163,000,000","76,000,000","37,000,000","-21,000,000","127,000,000","-31,000,000","-20,000,000","-10,000,000","86,000,000","-13,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Net Income to Common,"212,000,000","201,000,000","232,000,000","140,000,000","117,000,000","66,000,000","163,000,000","78,000,000","52,000,000","42,000,000","163,000,000","76,000,000","37,000,000","-21,000,000","127,000,000","-31,000,000","-20,000,000","-10,000,000","86,000,000","-13,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Net Income Growth,81.197%,204.545%,42.331%,79.487%,125.000%,57.143%,0%,2.632%,40.541%,-,28.346%,-,-,-,47.674%,-,-,-,91.111%,-,Upgrade,Financials in DKK,Fiscal year is January - December
Shares Outstanding (Basic),"222,824,000","223,333,333","210,909,090","235,831,324","222,824,000","220,000,000","232,857,142","239,509,894","260,000,000","210,000,000","232,857,142","217,574,960","222,824,000","216,326,531","218,965,517","214,461,031","222,820,000","222,222,222","217,721,518","218,151,866",Upgrade,Financials in DKK,Fiscal year is January - December
Shares Outstanding (Diluted),"222,824,000","223,333,333","210,909,090","236,354,572","222,824,000","220,000,000","232,857,142","242,990,718","260,000,000","210,000,000","232,857,142","223,959,760","222,824,000","220,833,333","218,965,517","214,461,031","222,820,000","222,222,222","220,512,820","218,151,866",Upgrade,Financials in DKK,Fiscal year is January - December
Shares Change (YoY),-,1.515%,-9.426%,-2.731%,-14.298%,4.762%,-,8.497%,16.684%,-4.906%,6.344%,4.429%,0.002%,-0.625%,-0.702%,-1.692%,2.377%,1.307%,0.456%,879.962%,Upgrade,Financials in DKK,Fiscal year is January - December
EPS (Basic),0.951,0.900,1.100,0.594,0.525,0.300,0.700,0.326,0.200,0.200,0.700,0.349,0.166,-0.097,0.580,-0.145,-0.090,-0.045,0.395,-0.060,Upgrade,Financials in DKK,Fiscal year is January - December
EPS (Diluted),0.951,0.900,1.100,0.594,0.500,0.300,0.700,0.318,0.200,0.200,0.700,0.338,0.166,-0.100,0.580,-0.145,-0.090,-0.045,0.390,-0.060,Upgrade,Financials in DKK,Fiscal year is January - December
EPS Growth,90.285%,200.000%,57.143%,86.677%,150.000%,50.000%,0%,-6.017%,20.446%,-,20.690%,-,-,-,48.718%,-,-,-,90.244%,-,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow,"164,000,000","175,000,000","234,000,000","255,000,000","115,000,000","-93,000,000","80,000,000","-9,000,000","20,000,000","63,000,000","44,000,000","76,000,000","32,000,000","46,000,000","96,000,000","136,000,000","-87,000,000","31,000,000","25,000,000","138,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Per Share,0.736,0.784,1.109,1.079,0.516,-0.423,0.344,-0.037,0.077,0.300,0.189,0.339,0.144,0.208,0.438,0.634,-0.390,0.140,0.113,0.633,Upgrade,Financials in DKK,Fiscal year is January - December
Gross Margin,64.128%,63.100%,65.803%,62.825%,61.712%,62.291%,64.749%,61.809%,60.264%,61.340%,63.983%,64.331%,60.237%,58.295%,61.704%,58.930%,55.440%,56.477%,61.192%,61.721%,Upgrade,Financials in DKK,Fiscal year is January - December
Operating Margin,23.305%,19.214%,23.390%,14.498%,13.243%,8.546%,18.476%,11.209%,6.403%,4.689%,18.615%,8.826%,5.927%,-0.922%,16.259%,1.514%,0.777%,2.073%,14.331%,-,Upgrade,Financials in DKK,Fiscal year is January - December
Profit Margin,16.146%,14.629%,17.172%,10.409%,10.541%,5.815%,13.209%,6.245%,4.896%,4.019%,14.113%,6.915%,3.987%,-2.419%,12.439%,-3.128%,-2.591%,-1.295%,8.996%,-1.472%,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Margin,12.490%,12.737%,17.321%,18.959%,10.360%,-8.194%,6.483%,-0.721%,1.883%,6.029%,3.810%,6.915%,3.448%,5.300%,9.403%,13.724%,-11.269%,4.016%,2.615%,15.629%,Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA,"369,000,000","331,000,000","382,000,000","236,750,000","208,000,000","157,000,000","288,000,000","181,250,000","128,000,000","107,000,000","272,000,000","136,750,000","124,000,000","48,000,000","226,000,000","49,250,000","58,000,000","75,000,000","198,000,000","39,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA Margin,28.103%,24.090%,28.275%,17.602%,18.739%,13.832%,23.339%,14.512%,12.053%,10.239%,23.550%,12.443%,13.362%,5.530%,22.135%,4.970%,7.513%,9.715%,20.711%,4.417%,Upgrade,Financials in DKK,Fiscal year is January - December
D&A For EBITDA,"63,000,000","67,000,000","66,000,000","41,750,000","61,000,000","60,000,000","60,000,000","41,250,000","60,000,000","58,000,000","57,000,000","39,750,000","69,000,000","56,000,000","60,000,000","34,250,000","52,000,000","59,000,000","61,000,000","39,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBIT,"306,000,000","264,000,000","316,000,000","195,000,000","147,000,000","97,000,000","228,000,000","140,000,000","68,000,000","49,000,000","215,000,000","97,000,000","55,000,000","-8,000,000","166,000,000","15,000,000","6,000,000","16,000,000","137,000,000",-,Upgrade,Financials in DKK,Fiscal year is January - December
EBIT Margin,23.305%,19.214%,23.390%,14.498%,13.243%,8.546%,18.476%,11.209%,6.403%,4.689%,18.615%,8.826%,5.927%,-0.922%,16.259%,1.514%,0.777%,2.072%,14.331%,-,Upgrade,Financials in DKK,Fiscal year is January - December
Effective Tax Rate,24.555%,25.279%,24.919%,24.731%,24.516%,25.843%,24.885%,25.000%,25.714%,25.000%,24.885%,-,31.481%,-,26.163%,-,-,266.667%,29.508%,-,Upgrade,Financials in DKK,Fiscal year is January - December
