Fiscal Year,TTM,FY 2012,FY 2011,FY 2010,FY 2009,FY 2008,2007 - 2005,Currency,Fiscal_Year_period
Period Ending,"Dec '12 Dec 31, 2012","Dec '12 Dec 31, 2012","Dec '11 Dec 31, 2011","Dec '10 Dec 31, 2010","Dec '09 Dec 31, 2009","Dec '08 Dec 31, 2008",2007 - 2005,,
Revenue,"1,296,450","1,296,450","1,340,341","781,675","194,904","322,341",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),115.160%,-3.275%,71.470%,301.056%,-39.535%,6322.415%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"962,577","962,577","795,760","478,894","37,481",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"333,873","333,873","544,581","302,781","157,423","322,341",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,345,507","1,345,507","1,059,936","1,282,958","723,370","262,080",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,465,199","1,465,199","1,093,571","1,283,238","723,650","262,361",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,131,326","-1,131,326","-548,990","-980,457","-566,227","59,980",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-1,005","-1,482",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,131,326","-1,131,326","-548,990","-980,457","-567,232","58,498",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,131,326","-1,131,326","-548,990","-980,457","-567,232","58,498",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,131,326","-1,131,326","-548,990","-980,457","-567,232","58,498",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"496,063,353","496,063,353","432,278,806","329,107,088","237,125,016","76,643,405",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"496,063,353","496,063,353","432,278,806","329,107,088","237,125,016","76,643,405",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),31.374%,14.755%,31.349%,38.791%,209.387%,3252.437%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.002,-0.002,-0.001,-0.003,-0.002,0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.002,-0.002,-0.001,-0.003,-0.002,0.001,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,377,025","-1,377,025","-2,433,188","-752,857","-658,887","473,916",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.003,-0.003,-0.006,-0.002,-0.003,0.006,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,25.753%,25.753%,40.630%,38.735%,80.769%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-87.263%,-87.263%,-40.959%,-125.430%,-290.516%,18.608%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-87.263%,-87.263%,-40.959%,-125.430%,-291.031%,18.148%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-106.215%,-106.215%,-181.535%,-96.313%,-338.057%,147.023%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,011,634","-1,011,634","-515,725","-980,177","-565,947","60,261",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-78.031%,-78.031%,-38.477%,-125.394%,-290.372%,18.695%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"119,692","119,692","33,265",280,280,281,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,131,326","-1,131,326","-548,990","-980,457","-566,227","59,980",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-87.263%,-87.263%,-40.959%,-125.430%,-290.516%,18.608%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,296,450","1,296,450","1,340,341","781,675","194,904","322,341",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,985,Upgrade,Financials in USD,Fiscal year is January - December
