Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Operating Revenue,"281,657,835","171,137,850","114,282,281","169,550,290","154,545,599","-79,467,041","100,553,241","323,646,058","77,605,132","130,435,353","499,355,000","1,213,927,000","1,024,320,000","1,594,697,000","466,758,000","12,870,213","5,673,787","-4,029,610","4,029,610","-1,929,746",Upgrade,Financials in CNY,Fiscal year is January - December
Other Revenue,"-18,011,315","18,011,315",-,"11,901,236","-4,821,607","4,821,607",-,"3,553,869",-,-,-,-,-,-,-,"6,346,000","-4,029,610","4,029,610",-,"2,283,391",Upgrade,Financials in CNY,Fiscal year is January - December
Revenue,"263,646,520","189,149,165","114,282,281","181,451,526","149,723,992","-74,645,434","100,553,241","327,199,927","77,605,132","130,435,353","499,355,000","1,213,927,000","1,024,320,000","1,594,697,000","466,758,000","19,216,213","1,644,177",-,"4,029,610","353,645",Upgrade,Financials in CNY,Fiscal year is January - December
Revenue Growth (YoY),76.088%,-,13.654%,-44.544%,92.931%,-,-79.863%,-73.046%,-92.424%,-91.821%,6.984%,6217.202%,62199.862%,-,11483.205%,5333.758%,6799.610%,-,322.853%,-91.829%,Upgrade,Financials in CNY,Fiscal year is January - December
Cost of Revenue,"40,597,617","59,453,910","46,232,685","628,111,938","-247,599,928","355,131,828","65,186,672","976,615,738","-71,931,371","165,142,962","148,474,000","251,165,000","421,302,000","401,258,000","224,044,000","14,227,598","160,483",-,"342,919","257,095",Upgrade,Financials in CNY,Fiscal year is January - December
Gross Profit,"223,048,903","129,695,255","68,049,596","-446,660,412","397,323,920","-429,777,262","35,366,569","-649,415,811","149,536,503","-34,707,609","350,881,000","962,762,000","603,018,000","1,193,439,000","242,714,000","4,988,615","1,483,694",-,"3,686,691","96,550",Upgrade,Financials in CNY,Fiscal year is January - December
"Selling, General & Admin","117,489,315","112,329,886","83,654,558","258,156,164","117,214,580","148,981,957","115,530,092","174,738,413","135,087,347","127,245,074","98,411,000","121,924,000","80,173,000","103,001,000","22,045,000","36,556,498","25,510,867","19,137,765","14,224,870","16,063,107",Upgrade,Financials in CNY,Fiscal year is January - December
Research & Development,"86,369,278","89,157,335","96,745,611","176,313,592","123,301,182","188,607,272","149,765,069","229,191,499","225,100,665","166,810,074","157,155,000","222,948,000","104,490,000","281,492,000","269,788,000","251,768,736","68,793,725","68,389,869","39,532,670","57,154,139",Upgrade,Financials in CNY,Fiscal year is January - December
Other Operating Expenses,"-19,297,315","5,325,019","-6,622,465","75,350,303","-47,738,291","-10,332,731","-31,439,468","34,753,700","-10,365,492","-10,820,439","-20,808,000","10,977,000","19,621,000","-19,883,000","-531,000","30,571,273","-14,181,104","-1,912,568","-10,567,601","4,037,163",Upgrade,Financials in CNY,Fiscal year is January - December
Operating Expenses,"191,084,813","206,843,189","181,024,112","510,491,010","186,893,264","336,334,743","245,036,694","441,190,992","351,467,773","284,715,984","237,901,000","353,621,000","208,262,000","364,684,000","291,302,000","318,896,507","80,123,488","85,615,066","43,189,939","77,254,409",Upgrade,Financials in CNY,Fiscal year is January - December
Operating Income,"31,964,090","-77,147,934","-112,974,516","-957,151,422","210,430,656","-766,112,005","-209,670,125","-1,090,606,803","-201,931,270","-319,423,593","112,980,000","609,141,000","394,756,000","828,755,000","-48,588,000","-313,907,892","-78,639,794","-85,615,066","-39,503,248","-77,157,859",Upgrade,Financials in CNY,Fiscal year is January - December
Interest Expense,"-14,688,787","-18,046,441","-14,672,492","-18,186,608","-16,687,654","-20,508,952","-8,761,990","-13,792,874","-12,616,539","-5,487,371","-9,444,000","-7,982,000","-5,813,000","-4,954,000","-1,670,000",-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Interest & Investment Income,"12,525,274","15,362,720","23,433,364","26,302,561","50,690,763","56,089,450","40,173,740","47,997,815","51,882,684","31,507,727","30,502,000","34,379,000","45,264,000","18,918,000","26,862,000","38,051,169","12,337,890","6,450,930","6,916,011","8,145,565",Upgrade,Financials in CNY,Fiscal year is January - December
Currency Exchange Gain (Loss),"-15,295,852","15,295,852",-,"20,583,406","-36,817,906","36,817,906",-,"160,643,197","-110,822,902","110,822,902",-,"-33,782,000","-926,000","926,000",-,"-27,360,000","-8,992,657","8,992,657",-,"21,724,434",Upgrade,Financials in CNY,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,934,377","-21,346,199","14,612,268","-73,488,894","105,924,007","-76,069,455","-19,507,187","-196,344,235","197,108,516","13,460,860","-14,715,000","-6,783,000","6,632,000","-8,581,000","8,457,000","7,708,027","-8,274,982","-8,633,672","9,060,627","-30,258,807",Upgrade,Financials in CNY,Fiscal year is January - December
EBT Excluding Unusual Items,"20,439,102","-85,882,002","-89,601,376","-1,001,940,957","313,539,866","-769,783,056","-197,765,562","-1,092,102,900","-76,379,511","-169,119,475","119,323,000","594,973,000","439,913,000","835,064,000","-14,939,000","-295,508,696","-83,569,543","-78,805,151","-23,526,610","-77,546,667",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"11,096,168","8,719,597","-77,476,944","812,868","-24,967,547","2,430,333","7,168,705","-9,561,082","-2,974,753","3,881,263","4,592,000","40,115,000","14,269,000","17,514,000","-805,000","-3,369,993","9,787,468","-201,511","424,036","279,575",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-23,628",-,-,"143,963",-,"37,458",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Asset Writedown,"-10,096,733","7,802,432","-7,807,088","423,708,943","-461,320,663","-323,730,955","-1,692,324","525,922,261","-525,943,976","2,788,112","-3,020,000","376,000","-626,000","8,000","-8,000","-136,000","92,509","-92,509",-,"193,335",Upgrade,Financials in CNY,Fiscal year is January - December
Other Unusual Items,"-17,922,434","15,045,770","2,425","53,859,526",-,"8,176,434","-8,176,434","38,594,315",-,-,-,"10,933,000",-,-,-,"78,268,000",-,-,-,"13,765,886",Upgrade,Financials in CNY,Fiscal year is January - December
Pretax Income,"3,492,475","-54,314,203","-174,882,983","-523,415,657","-172,748,344","-1,082,869,786","-200,465,615","-537,147,406","-605,298,240","-162,450,100","120,895,000","646,397,000","453,556,000","852,586,000","-15,752,000","-220,746,689","-73,689,566","-79,099,171","-23,102,574","-63,307,871",Upgrade,Financials in CNY,Fiscal year is January - December
Income Tax Expense,"528,008","963,812",-,"-10,902,663",1,"29,102,748","-30,266,569","-61,072,412","-100,573,443","-64,197,680","6,600,000","73,207,000","56,793,000","-100,299,000",-,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Earnings From Continuing Operations,"2,964,467","-55,278,015","-174,882,983","-512,512,994","-172,748,345","-1,111,972,534","-170,199,046","-476,074,994","-504,724,797","-98,252,420","114,295,000","573,190,000","396,763,000","952,885,000","-15,752,000","-220,746,689","-73,689,566","-79,099,171","-23,102,574","-63,307,871",Upgrade,Financials in CNY,Fiscal year is January - December
Minority Interest in Earnings,-,-,"4,787,117","14,810,332","29,147,768","410,091,079","30,651,424","41,055,206","18,075,020","-10,922,152","7,118,000","7,304,000",-,"-1,638,000","1,638,000",-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Net Income,"2,964,467","-55,278,015","-170,095,866","-497,702,662","-143,600,577","-701,881,455","-139,547,622","-435,019,788","-486,649,777","-109,174,572","121,413,000","580,494,000","396,763,000","951,247,000","-14,114,000","-220,746,689","-73,689,566","-79,099,171","-23,102,574","-63,307,871",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income to Common,"2,964,467","-55,278,015","-170,095,866","-497,702,662","-143,600,577","-701,881,455","-139,547,622","-435,019,788","-486,649,777","-109,174,572","121,413,000","580,494,000","396,763,000","951,247,000","-14,114,000","-220,746,689","-73,689,566","-79,099,171","-23,102,574","-63,307,871",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Basic),"246,037,503","248,811,463","246,515,747","246,219,672","247,117,010","248,686,401","244,820,389","247,244,372","251,730,612","241,755,488","247,781,632","246,920,638","247,528,198","259,666,667","235,233,333","245,908,912","232,149,628","213,329,672","231,025,740","215,555,200",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Diluted),"246,037,503","248,811,463","246,515,747","246,219,672","247,117,010","248,686,401","244,820,389","247,244,372","251,730,612","241,755,488","247,781,632","246,920,638","247,528,198","259,666,667","235,233,333","245,908,912","232,149,628","213,329,672","231,025,740","215,555,200",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Change (YoY),-0.437%,0.050%,0.692%,-0.414%,-1.833%,2.867%,-1.195%,0.131%,1.698%,-6.898%,5.334%,0.411%,6.624%,21.721%,1.821%,14.082%,7.385%,-4.186%,19.336%,40.865%,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Basic),0.012,-0.222,-0.690,-2.021,-0.581,-2.822,-0.570,-1.759,-1.933,-0.452,0.490,2.351,1.603,3.663,-0.060,-0.898,-0.317,-0.371,-0.100,-0.294,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Diluted),0.012,-0.222,-0.690,-2.021,-0.581,-2.822,-0.570,-1.759,-1.933,-0.452,0.490,2.351,1.603,3.663,-0.060,-0.898,-0.317,-0.371,-0.100,-0.294,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow,"-136,155,041","-234,678,575","-242,611,005","-322,459,872","-140,205,450","-495,391,687","-560,640,602","-670,662,677","-612,687,666","-815,756,102","-827,452,000","522,659,000","110,038,000","523,253,000","-309,087,000","-305,718,509","-140,341,829","-118,178,501","-73,988,161","-80,936,366",Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Per Share,-0.553,-0.943,-0.984,-1.310,-0.567,-1.992,-2.290,-2.713,-2.434,-3.374,-3.339,2.117,0.445,2.015,-1.314,-1.243,-0.605,-0.554,-0.320,-0.375,Upgrade,Financials in CNY,Fiscal year is January - December
Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.800,-,-,-,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Gross Margin,84.601%,68.568%,59.545%,-246.160%,265.371%,-,35.172%,-198.477%,192.689%,-26.609%,70.267%,79.310%,58.870%,74.838%,52.000%,25.960%,90.239%,-,91.490%,27.301%,Upgrade,Financials in CNY,Fiscal year is January - December
Operating Margin,12.124%,-40.787%,-98.856%,-527.497%,140.546%,-,-208.517%,-333.315%,-260.204%,-244.890%,22.625%,50.179%,38.538%,51.969%,-10.410%,-1633.558%,-4782.928%,-,-980.324%,-21817.885%,Upgrade,Financials in CNY,Fiscal year is January - December
Profit Margin,1.124%,-29.225%,-148.838%,-274.290%,-95.910%,-,-138.780%,-132.952%,-627.085%,-83.700%,24.314%,47.820%,38.734%,59.651%,-3.024%,-1148.752%,-4481.851%,-,-573.320%,-17901.531%,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Margin,-51.643%,-124.071%,-212.291%,-177.711%,-93.643%,-,-557.556%,-204.970%,-789.494%,-625.410%,-165.704%,43.055%,10.743%,32.812%,-66.220%,-1590.940%,-8535.689%,-,-1836.112%,-22886.331%,Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA,"92,060,710","-33,451,800","-52,877,896","-897,054,802","255,464,034","-705,464,153","-164,636,747","-1,045,573,425","-185,653,270","-281,037,647","129,258,000","625,419,000","399,484,000","840,728,000","-43,860,000","-309,179,892","-74,274,354","-81,249,626","-35,648,444","-73,901,478",Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA Margin,34.918%,-17.685%,-46.270%,-,170.623%,-,-163.731%,-,-239.228%,-215.461%,25.885%,51.520%,39.000%,52.720%,-9.397%,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
D&A For EBITDA,"60,096,620","43,696,134","60,096,620","60,096,620","45,033,378","60,647,852","45,033,378","45,033,378","16,278,000","38,385,946","16,278,000","16,278,000","4,728,000","11,973,000","4,728,000","4,728,000","4,365,440","4,365,440","3,854,804","3,256,381",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT,"31,964,090","-77,147,934","-112,974,516","-957,151,422","210,430,656","-766,112,005","-209,670,125","-1,090,606,803","-201,931,270","-319,423,593","112,980,000","609,141,000","394,756,000","828,755,000","-48,588,000","-313,907,892","-78,639,794","-85,615,066","-39,503,248","-77,157,859",Upgrade,Financials in CNY,Fiscal year is January - December
