Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters,,
"Selling, General & Admin","1,801,000","1,258,000","2,138,000","1,786,000","2,303,000","1,647,000","733,000","1,976,000","2,371,000","1,919,000","1,936,000","1,990,000","1,964,000","1,867,000","2,009,000","2,093,000","1,691,000","732,000","529,000","742,000",Upgrade,Financials in CAD,Fiscal year is April - March
Research & Development,"3,726,000","2,782,000","1,863,000","2,991,000","3,134,000","2,812,000","1,586,000","2,945,000","2,362,000","2,411,000","1,191,000","2,907,000","6,269,000","4,349,000","3,701,000","3,180,000","2,176,000","1,813,000","2,136,000","1,659,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Expenses,"5,527,000","4,040,000","4,001,000","4,777,000","5,437,000","4,459,000","2,319,000","4,921,000","4,733,000","4,330,000","3,127,000","4,897,000","8,233,000","6,216,000","5,710,000","5,273,000","3,867,000","2,545,000","2,665,000","2,401,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Income,"-5,527,000","-4,040,000","-4,001,000","-4,777,000","-5,437,000","-4,459,000","-2,319,000","-4,921,000","-4,733,000","-4,330,000","-3,127,000","-4,897,000","-8,233,000","-6,216,000","-5,710,000","-5,273,000","-3,867,000","-2,545,000","-2,665,000","-2,401,000",Upgrade,Financials in CAD,Fiscal year is April - March
Interest & Investment Income,"378,000","330,000","228,000","282,000","342,000","346,000","382,000","340,000","162,000","30,000","9,000","16,000","21,000","23,000","27,000","46,000","95,000","146,000","7,000",-,Upgrade,Financials in CAD,Fiscal year is April - March
Currency Exchange Gain (Loss),"-268,000","113,000","336,000","-322,000","412,000","-496,000","-67,000","-307,000","1,875,000","145,000","-88,000","74,000","34,000","-193,000","-131,000","-111,000","-14,000","47,000","-31,000","12,000",Upgrade,Financials in CAD,Fiscal year is April - March
Other Non Operating Income (Expenses),"1,253,000","-40,000","-10,467,000","-160,000","960,000","1,747,000","-1,852,000","3,747,000","1,800,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
EBT Excluding Unusual Items,"-4,164,000","-3,637,000","-13,904,000","-4,977,000","-3,723,000","-2,862,000","-3,856,000","-1,141,000","-896,000","-4,155,000","-3,206,000","-4,807,000","-8,178,000","-6,386,000","-5,814,000","-5,338,000","-3,786,000","-2,352,000","-2,689,000","-2,389,000",Upgrade,Financials in CAD,Fiscal year is April - March
Pretax Income,"-4,164,000","-3,637,000","-13,904,000","-4,977,000","-3,723,000","-2,862,000","-3,856,000","-1,141,000","-896,000","-4,155,000","-3,206,000","-4,807,000","-8,178,000","-6,386,000","-5,814,000","-5,338,000","-3,786,000","-2,352,000","-2,689,000","-2,389,000",Upgrade,Financials in CAD,Fiscal year is April - March
