Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters,Currency,Fiscal_Year_period
Net Income,"-4,164,000","-3,637,000","-13,904,000","-4,977,000","-3,723,000","-2,862,000","-3,856,000","-1,141,000","-896,000","-4,155,000","-3,206,000","-4,807,000","-8,178,000","-6,386,000","-5,814,000","-5,338,000","-3,786,000","-2,352,000","-2,689,000","-2,389,000",Upgrade,Financials in CAD,Fiscal year is April - March
Net Income to Common,"-4,164,000","-3,637,000","-13,904,000","-4,977,000","-3,723,000","-2,862,000","-3,856,000","-1,141,000","-896,000","-4,155,000","-3,206,000","-4,807,000","-8,178,000","-6,386,000","-5,814,000","-5,338,000","-3,786,000","-2,352,000","-2,689,000","-2,389,000",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Basic),"76,837,596","73,622,725","69,637,469","69,637,469","69,637,469","69,637,469","69,548,361","69,637,469","63,550,512","56,133,555","55,552,968","53,995,700","53,737,577","53,554,885","52,209,082","49,246,682","48,845,373","48,340,838","36,978,958","33,186,723",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Diluted),"76,837,596","73,622,725","69,637,469","69,637,469","69,637,469","69,637,469","69,548,361","69,637,469","63,550,512","56,133,555","55,552,968","53,995,700","53,737,577","53,554,885","52,209,082","49,246,682","48,845,373","48,340,838","36,978,958","33,186,723",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Change (YoY),10.339%,5.723%,0.128%,-,9.578%,24.057%,25.193%,28.969%,18.261%,4.815%,6.405%,9.643%,10.016%,10.786%,41.186%,48.393%,69.586%,68.934%,29.636%,32.678%,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Basic),-0.054,-0.049,-0.200,-0.071,-0.053,-0.041,-0.055,-0.016,-0.014,-0.074,-0.058,-0.089,-0.152,-0.119,-0.111,-0.108,-0.078,-0.049,-0.073,-0.072,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Diluted),-0.054,-0.049,-0.200,-0.071,-0.053,-0.041,-0.055,-0.016,-0.014,-0.074,-0.058,-0.089,-0.152,-0.119,-0.111,-0.108,-0.078,-0.049,-0.073,-0.072,Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow,"-5,615,000","-2,359,000","-4,845,000","-4,026,000","-3,921,000","-3,468,000","-2,291,000","-3,657,000","-4,403,000","-2,306,000","-2,897,000","-6,778,000","-9,337,000","-4,572,000","-2,160,000","-4,061,000","-6,612,000","-2,478,000","-2,666,000","-2,089,000",Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow Per Share,-0.073,-0.032,-0.070,-0.058,-0.056,-0.050,-0.033,-0.053,-0.069,-0.041,-0.052,-0.126,-0.174,-0.085,-0.041,-0.082,-0.135,-0.051,-0.072,-0.063,Upgrade,Financials in CAD,Fiscal year is April - March
EBITDA,"-5,521,000","-4,035,000","-4,000,000","-4,776,000","-5,436,000","-4,458,000","-2,318,000","-4,920,000","-4,732,000","-4,320,500","-3,119,000","-4,887,000","-8,223,000","-6,206,000","-5,699,000","-5,263,000","-3,858,000","-2,535,000","-2,661,000","-2,399,000",Upgrade,Financials in CAD,Fiscal year is April - March
D&A For EBITDA,"6,000","5,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","9,500","8,000","10,000","10,000","10,000","11,000","10,000","9,000","10,000","4,000","2,000",Upgrade,Financials in CAD,Fiscal year is April - March
EBIT,"-5,527,000","-4,040,000","-4,001,000","-4,777,000","-5,437,000","-4,459,000","-2,319,000","-4,921,000","-4,733,000","-4,330,000","-3,127,000","-4,897,000","-8,233,000","-6,216,000","-5,710,000","-5,273,000","-3,867,000","-2,545,000","-2,665,000","-2,401,000",Upgrade,Financials in CAD,Fiscal year is April - March
