Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"41,122,598,730","40,910,828,784","43,377,063,511","38,665,600,588","29,910,023,409","28,350,753,767",Upgrade,Financials in CNY,Fiscal year is January - December
Other Revenue,"488,710,803","488,710,803","574,483,383","345,583,692","396,957,855","234,398,265",Upgrade,Financials in CNY,Fiscal year is January - December
Revenue,"41,611,309,533","41,399,539,587","43,951,546,894","39,011,184,280","30,306,981,264","28,585,152,032",Upgrade,Financials in CNY,Fiscal year is January - December
Revenue Growth (YoY),-3.294%,-5.806%,12.664%,28.720%,6.024%,14.716%,Upgrade,Financials in CNY,Fiscal year is January - December
Cost of Revenue,"21,826,726,414","21,716,648,033","23,256,015,066","20,294,395,581","13,797,927,036","11,555,778,763",Upgrade,Financials in CNY,Fiscal year is January - December
Gross Profit,"19,784,583,119","19,682,891,554","20,695,531,828","18,716,788,699","16,509,054,228","17,029,373,269",Upgrade,Financials in CNY,Fiscal year is January - December
"Selling, General & Admin","13,428,312,637","14,087,144,661","12,999,278,999","12,327,685,824","11,124,084,021","12,437,539,903",Upgrade,Financials in CNY,Fiscal year is January - December
Research & Development,"3,838,979,339","4,346,044,722","4,302,092,916","3,837,302,678","2,795,494,050","2,041,400,644",Upgrade,Financials in CNY,Fiscal year is January - December
Other Operating Expenses,"35,772,912","-44,989,505","-88,152,708","-57,857,284","-108,242,177","84,644,318",Upgrade,Financials in CNY,Fiscal year is January - December
Operating Expenses,"17,386,309,758","18,498,561,772","17,275,401,433","16,179,981,140","13,891,019,904","14,649,673,521",Upgrade,Financials in CNY,Fiscal year is January - December
Operating Income,"2,398,273,361","1,184,329,782","3,420,130,395","2,536,807,559","2,618,034,324","2,379,699,748",Upgrade,Financials in CNY,Fiscal year is January - December
Interest Expense,"-1,445,036,897","-1,324,830,525","-963,806,918","-822,540,193","-880,952,446","-1,074,690,358",Upgrade,Financials in CNY,Fiscal year is January - December
Interest & Investment Income,"3,196,079,867","3,865,637,986","4,660,477,199","4,857,610,688","2,483,589,629","3,752,143,071",Upgrade,Financials in CNY,Fiscal year is January - December
