Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Dec '22 Dec 31, 2022","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
Revenue,-,-,-,-,"59,000","82,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-28.049%,148.485%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"23,281,000","23,281,000","23,080,000","19,904,000","18,986,000","12,852,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-23,281,000","-23,281,000","-23,080,000","-19,904,000","-18,927,000","-12,770,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","16,986,000","16,986,000","16,020,000","11,344,000","10,140,000","9,243,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,"-2,432,000","-1,062,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"16,986,000","16,986,000","16,020,000","11,344,000","7,708,000","8,181,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-40,267,000","-40,267,000","-39,100,000","-31,248,000","-26,635,000","-20,951,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-907,000","-27,000","-1,239,000","-1,385,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"329,000","329,000","188,000","225,000","509,000","401,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"172,000","172,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-39,766,000","-39,766,000","-39,819,000","-31,050,000","-27,365,000","-21,935,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"1,775,000","1,775,000","3,230,000","4,991,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-37,991,000","-37,991,000","-36,589,000","-26,059,000","-27,365,000","-21,935,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-37,991,000","-37,991,000","-36,589,000","-26,059,000","-27,365,000","-21,935,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-37,991,000","-37,991,000","-36,589,000","-26,059,000","-27,365,000","-21,935,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,343,455","8,343,455","7,419,844","6,030,526","4,965,358","4,376,695",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,343,455","8,343,455","7,419,844","6,030,526","4,965,358","4,376,695",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.448%,12.448%,23.038%,21.452%,13.450%,13.219%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.553,-4.553,-4.931,-4.321,-5.511,-5.012,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.553,-4.553,-4.931,-4.321,-5.511,-5.012,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-34,470,000","-34,470,000","-33,447,000","-23,598,000","-27,764,000","-19,408,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.131,-4.131,-4.508,-3.913,-5.592,-4.434,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-45144.068%,-25550.000%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-46381.356%,-26750.000%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-47057.627%,-23668.293%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-39,584,000","-39,584,000","-38,776,000","-30,864,000","-26,257,000","-20,720,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"683,000","683,000","324,000","384,000","378,000","231,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-40,267,000","-40,267,000","-39,100,000","-31,248,000","-26,635,000","-20,951,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"568,000","483,000",Upgrade,Financials in USD,Fiscal year is January - December
