Fiscal Quarter,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,Q2 2009,Q1 2009,Q4 2008,Q3 2008,Q2 2008,+6 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010","Sep '10 Sep 30, 2010","Jun '10 Jun 30, 2010","Mar '10 Mar 31, 2010","Dec '09 Dec 31, 2009","Sep '09 Sep 30, 2009","Jun '09 Jun 30, 2009","Mar '09 Mar 31, 2009","Dec '08 Dec 31, 2008","Sep '08 Sep 30, 2008","Jun '08 Jun 30, 2008",+6 Quarters,,
Revenue,-,-,-,-,-,-,744,483,921,"1,125","1,125","1,125",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-33.867%,-57.067%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,-,744,483,921,"1,125","1,125","1,125",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin",313,179,103,103,45,45,"67,710","67,015","97,114","25,769","27,490","30,106","53,772","16,079","3,446","16,631","23,951","15,924","30,396","34,151",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,313,179,103,103,45,45,"67,710","67,015","97,114","25,769","27,490","30,106","53,772","16,079","3,446","16,631","23,951","15,924","30,396","34,151",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,-313,-179,-103,-103,-45,-45,"-66,966","-66,532","-96,193","-24,644","-26,365","-28,981","-53,772","-16,079","-3,446","-16,631","-23,951","-15,924","-30,396","-34,151",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-18,768","-18,768","-7,322","-7,322","-7,322","-7,322",-,-,-,-,-,-,-,-,-,-,-,-980,-624,"-1,181",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,278",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-19,081","-18,947","-7,424","-7,424","-7,367","-7,367","-66,966","-66,532","-96,193","-24,644","-26,365","-28,981","-53,772","-16,079","-3,446","-16,631","-23,951","-21,182","-31,020","-35,332",Upgrade,Financials in USD,Fiscal year is January - December
