Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"35,000,000","65,000,000","42,000,000","56,000,000","38,000,000","42,000,000","42,000,000","23,000,000","31,000,000","25,000,000","31,000,000","9,000,000","23,000,000","14,000,000","24,000,000","14,000,000","7,000,000","4,000,000","14,000,000","15,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"51,000,000",-,-,-,"-109,000,000",-,-,-,"-34,000,000",-,-,-,"-60,000,000",-,-,-,"-86,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"-1,000,000",-,"26,000,000",-,"1,000,000","1,000,000","-2,000,000","-1,000,000","4,000,000","-1,000,000","15,000,000","-1,000,000",-,"1,000,000","3,000,000",-,"1,000,000",-,"-1,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"1,043,000,000","785,000,000","899,000,000","841,000,000","938,000,000","895,000,000","1,013,000,000","1,293,000,000","1,187,000,000","1,122,000,000","1,138,000,000","1,328,000,000","993,000,000","1,053,000,000","984,000,000","653,000,000","699,000,000","514,000,000","617,000,000","833,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-248,000,000",-,-,-,"-199,000,000",-,-,-,"-141,000,000",-,-,-,"-360,000,000",-,-,-,"-340,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"132,000,000",-,-,-,"45,000,000",-,-,-,"63,000,000",-,"-88,000,000",-,"94,000,000",-,"-2,000,000",-,"30,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Asset Writedown,-,-,-,"-98,000,000",-,-,-,"-232,000,000",-,-,-,"-54,000,000",-,"-10,000,000",-,"-183,000,000",-,"-123,000,000",-,"-42,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Legal Settlements,-,-,-,"-1,000,000",-,-,-,"-6,000,000",-,-,-,"8,000,000",-,-,-,"372,000,000","365,000,000",-,-,"-42,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,-,-,-,"15,000,000",-,-,-,"-61,000,000",-,-,-,"-212,000,000",-,-,-,"-16,000,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"1,043,000,000","785,000,000","899,000,000","641,000,000","938,000,000","895,000,000","1,013,000,000","840,000,000","1,187,000,000","1,122,000,000","1,138,000,000","992,000,000","993,000,000","955,000,000","984,000,000","560,000,000","1,064,000,000","389,000,000","617,000,000","439,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"231,000,000","180,000,000","200,000,000","53,000,000","197,000,000","188,000,000","213,000,000","180,000,000","261,000,000","252,000,000","255,000,000","186,000,000","229,000,000","208,000,000","236,000,000","119,000,000","258,000,000","100,000,000","159,000,000","103,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"812,000,000","605,000,000","699,000,000","588,000,000","741,000,000","707,000,000","800,000,000","660,000,000","926,000,000","870,000,000","883,000,000","806,000,000","764,000,000","747,000,000","748,000,000","441,000,000","806,000,000","289,000,000","458,000,000","336,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-15,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Company,"812,000,000","605,000,000","699,000,000","588,000,000","741,000,000","707,000,000","800,000,000","660,000,000","926,000,000","870,000,000","883,000,000","806,000,000","764,000,000","747,000,000","748,000,000","441,000,000","806,000,000","289,000,000","458,000,000","321,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,"-3,000,000","2,000,000","-5,000,000","-2,000,000","-2,000,000","-3,000,000","-4,000,000","-5,000,000","-3,000,000","-3,000,000","-3,000,000","-4,000,000","-3,000,000","-2,000,000","-1,000,000","-5,000,000","-1,000,000","1,000,000","-2,000,000","-3,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"809,000,000","607,000,000","694,000,000","586,000,000","739,000,000","704,000,000","796,000,000","655,000,000","923,000,000","867,000,000","880,000,000","802,000,000","761,000,000","745,000,000","747,000,000","436,000,000","805,000,000","290,000,000","456,000,000","318,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"809,000,000","607,000,000","694,000,000","586,000,000","739,000,000","704,000,000","796,000,000","655,000,000","923,000,000","867,000,000","880,000,000","802,000,000","761,000,000","745,000,000","747,000,000","436,000,000","805,000,000","290,000,000","456,000,000","318,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income Growth,9.472%,-13.778%,-12.814%,-10.534%,-19.935%,-18.800%,-9.545%,-18.329%,21.288%,16.376%,17.805%,83.945%,-5.466%,156.897%,63.816%,37.107%,134.694%,-38.429%,141.270%,-86.999%,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"434,946,236","433,571,428","433,750,000","434,800,000","434,705,882","434,567,901","434,972,677","434,800,000","435,377,358","435,678,391","435,643,564","434,800,000","434,857,142","435,672,514","434,302,325","434,800,000","435,135,135","432,835,820","434,285,714","434,800,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"434,946,236","433,571,428","433,750,000","434,800,000","434,705,882","434,567,901","434,972,677","434,800,000","435,377,358","435,678,391","435,643,564","434,800,000","434,857,142","435,672,514","434,302,325","434,800,000","435,135,135","432,835,820","434,285,714","434,800,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),0.055%,-0.229%,-0.281%,-,-0.154%,-0.255%,-0.154%,-,0.120%,0.001%,0.309%,-,-0.064%,0.655%,0.004%,-,0.221%,-0.751%,-1.194%,-,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),1.860,1.400,1.600,1.348,1.700,1.620,1.830,1.506,2.120,1.990,2.020,1.845,1.750,1.710,1.720,1.003,1.850,0.670,1.050,0.731,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),1.860,1.400,1.600,1.342,1.700,1.620,1.830,1.506,2.120,1.990,2.020,1.845,1.750,1.710,1.720,1.003,1.850,0.670,1.050,0.730,Upgrade,Financials in EUR,Fiscal year is January - December
EPS Growth,9.412%,-13.580%,-12.568%,-10.884%,-19.811%,-18.593%,-9.406%,-18.329%,21.143%,16.374%,17.442%,83.972%,-5.405%,155.224%,63.810%,37.393%,134.177%,-37.963%,144.186%,-87.028%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"1,002,000,000","545,000,000","512,000,000","542,000,000","827,000,000","326,000,000","281,000,000","549,000,000","1,164,000,000","599,000,000","410,000,000","847,000,000","1,168,000,000","632,000,000","901,000,000","652,000,000","933,000,000","302,000,000","175,000,000","443,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,2.304,1.257,1.180,1.247,1.902,0.750,0.646,1.263,2.674,1.375,0.941,1.948,2.686,1.451,2.075,1.500,2.144,0.698,0.403,1.019,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Per Share,-,-,-,2.200,-,-,-,2.200,-,-,-,1.850,-,-,-,1.400,-,-,-,1.300,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Growth,-,-,-,0%,-,-,-,18.919%,-,-,-,32.143%,-,-,-,7.692%,-,-,-,4.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,59.704%,60.407%,58.769%,56.268%,58.206%,59.657%,62.724%,60.124%,63.021%,62.123%,61.774%,62.920%,62.618%,62.772%,62.837%,62.114%,60.063%,60.913%,62.151%,62.680%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,20.832%,14.817%,18.184%,13.550%,19.022%,18.295%,19.554%,24.611%,21.271%,21.085%,22.566%,25.667%,21.074%,23.573%,22.522%,15.159%,18.012%,14.955%,16.362%,21.639%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,15.363%,11.342%,13.555%,11.215%,14.286%,13.278%,15.039%,11.572%,15.897%,15.571%,16.930%,15.385%,15.303%,15.298%,16.130%,9.482%,18.102%,7.041%,10.435%,7.259%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,19.028%,10.183%,10.000%,10.373%,15.987%,6.149%,5.309%,9.700%,20.048%,10.758%,7.888%,16.248%,23.487%,12.977%,19.456%,14.180%,20.980%,7.332%,4.005%,10.112%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"1,546,000,000","1,240,000,000","1,385,000,000","920,600,000","1,419,000,000","1,411,000,000","1,491,000,000","1,608,500,000","1,694,100,000","1,616,000,000","1,603,000,000","1,547,000,000","1,476,000,000","1,569,000,000","1,466,000,000","899,000,000","1,252,000,000","1,052,000,000","1,145,000,000","1,246,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,29.358%,23.169%,27.051%,17.619%,27.431%,26.613%,28.169%,28.419%,29.178%,29.023%,30.839%,29.676%,29.680%,32.218%,31.656%,19.552%,28.154%,25.540%,26.201%,28.441%,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"449,000,000","447,000,000","454,000,000","212,600,000","435,000,000","441,000,000","456,000,000","215,500,000","459,100,000","442,000,000","430,000,000","209,000,000","428,000,000","421,000,000","423,000,000","202,000,000","451,000,000","436,000,000","430,000,000","298,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"1,097,000,000","793,000,000","931,000,000","708,000,000","984,000,000","970,000,000","1,035,000,000","1,393,000,000","1,235,000,000","1,174,000,000","1,173,000,000","1,338,000,000","1,048,000,000","1,148,000,000","1,043,000,000","697,000,000","801,000,000","616,000,000","715,000,000","948,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,20.832%,14.817%,18.183%,13.550%,19.022%,18.295%,19.554%,24.611%,21.271%,21.085%,22.566%,25.667%,21.074%,23.573%,22.522%,15.159%,18.012%,14.955%,16.361%,21.639%,Upgrade,Financials in EUR,Fiscal year is January - December
Effective Tax Rate,22.148%,22.930%,22.247%,8.268%,21.002%,21.006%,21.027%,21.428%,21.988%,22.460%,22.408%,18.750%,23.061%,21.780%,23.984%,21.250%,24.248%,25.707%,25.770%,23.462%,Upgrade,Financials in EUR,Fiscal year is January - December
