Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"70,071,000","64,478,000","80,585,000","63,243,000","62,184,000","57,453,000","64,725,000","72,149,000","68,665,000","54,330,000","55,877,000","50,775,000","34,198,000","19,706,000","16,755,000","28,302,000","33,606,000","39,762,000","22,463,000","57,469,000",Upgrade,Financials in BRL,Fiscal year is January - December
Earnings From Equity Investments,"18,071,000","-2,159,000","-2,559,000","11,064,000","12,445,000","-4,491,000","875,000","16,723,000","2,981,000","-1,762,000","5,469,000","4,229,000","3,544,000","3,707,000","-529,000","4,825,000","5,904,000","527,000","5,577,000","3,021,000",Upgrade,Financials in BRL,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,"19,000",-,-,-,-,-,-,-,"55,000","-652,000","6,260,000","16,718,000",-,Upgrade,Financials in BRL,Fiscal year is January - December
Other Non Operating Income (Expenses),"-22,062,000","-40,084,000","-27,645,000","-26,503,000","-26,151,000","-34,076,000","-40,062,000","-25,900,000","-46,090,000","-25,698,000","-38,917,000","-20,939,000","-6,571,000","-24,364,000","-8,197,000","-16,650,000","-16,431,000","-7,495,000","-391,000","-10,646,000",Upgrade,Financials in BRL,Fiscal year is January - December
EBT Excluding Unusual Items,"270,529,000","428,345,000","354,318,000","347,535,000","451,052,000","453,501,000","262,265,000","441,447,000","437,897,000","433,184,000","288,619,000","487,215,000","459,720,000","488,191,000","292,545,000","241,986,000","273,396,000","298,105,000","210,708,000","-391,024,000",Upgrade,Financials in BRL,Fiscal year is January - December
Legal Settlements,"-2,423,000","-571,000","-480,000","464,000","-2,024,000","-2,424,000","-894,000","9,969,000","-1,554,000","486,000","10,248,000","-3,833,000","-1,881,000","-803,000","1,083,000","-3,323,000","-3,918,000","-1,759,000","-9,023,000","-30,048,000",Upgrade,Financials in BRL,Fiscal year is January - December
Other Unusual Items,"26,602,000","42,392,000","19,969,000","-54,720,000","25,308,000","20,765,000","8,647,000","-10,577,000","5,790,000",-,"-4,405,000","-87,124,000","13,339,000",-,"-4,123,000","44,090,000","57,811,000","106,016,000","29,367,000","618,304,000",Upgrade,Financials in BRL,Fiscal year is January - December
Pretax Income,"294,708,000","470,166,000","373,807,000","293,279,000","474,336,000","471,842,000","270,018,000","440,839,000","442,133,000","433,670,000","294,462,000","396,258,000","471,178,000","487,388,000","289,505,000","282,753,000","327,289,000","402,362,000","231,052,000","197,232,000",Upgrade,Financials in BRL,Fiscal year is January - December
Income Tax Expense,"-75,434,000","-21,633,000","-17,740,000","-14,561,000","-25,131,000","-32,547,000","-69,399,000","9,104,000","-27,543,000","-21,850,000","-55,059,000","30,290,000","6,448,000","7,970,000","-18,128,000","-42,175,000","-22,334,000","3,275,000","-16,939,000","-49,462,000",Upgrade,Financials in BRL,Fiscal year is January - December
Earnings From Continuing Operations,"370,142,000","491,799,000","391,547,000","307,840,000","499,467,000","504,389,000","339,417,000","431,735,000","469,676,000","455,520,000","349,521,000","365,968,000","464,730,000","479,418,000","307,633,000","324,928,000","349,623,000","399,087,000","247,991,000","246,694,000",Upgrade,Financials in BRL,Fiscal year is January - December
Earnings From Discontinued Operations,"381,000","681,000","-2,633,000","279,000","-198,000","-483,000","-161,000","-2,184,000","-3,649,000","413,000","-2,633,000","-12,892,000","-263,176,000","-8,835,000","-2,541,000","-10,063,000","-3,994,000","-2,674,000","-9,782,000","-7,937,000",Upgrade,Financials in BRL,Fiscal year is January - December
Net Income to Company,"370,523,000","492,480,000","388,914,000","308,119,000","499,269,000","503,906,000","339,256,000","429,551,000","466,027,000","455,933,000","346,888,000","353,076,000","201,554,000","470,583,000","305,092,000","314,865,000","345,629,000","396,413,000","238,209,000","238,757,000",Upgrade,Financials in BRL,Fiscal year is January - December
Minority Interest in Earnings,"5,855,000","334,000","3,326,000","-1,063,000","159,000","-868,000",-,"-1,671,000","-660,000","-150,000","779,000","-677,000","150,000","173,000","257,000",-,-,-,-,-,Upgrade,Financials in BRL,Fiscal year is January - December
Net Income,"376,378,000","492,814,000","392,240,000","307,056,000","499,428,000","503,038,000","339,256,000","427,880,000","465,367,000","455,783,000","347,667,000","352,399,000","201,704,000","470,756,000","305,349,000","314,865,000","345,629,000","396,413,000","238,209,000","238,757,000",Upgrade,Financials in BRL,Fiscal year is January - December
Net Income to Common,"376,378,000","492,814,000","392,240,000","307,056,000","499,428,000","503,038,000","339,256,000","427,880,000","465,367,000","455,783,000","347,667,000","352,399,000","201,704,000","470,756,000","305,349,000","314,865,000","345,629,000","396,413,000","238,209,000","238,757,000",Upgrade,Financials in BRL,Fiscal year is January - December
Net Income Growth,-24.638%,-2.032%,15.618%,-28.238%,7.319%,10.368%,-2.419%,21.419%,130.718%,-3.181%,13.859%,11.921%,-41.641%,18.754%,28.185%,31.877%,29.373%,17.649%,-25.834%,-22.925%,Upgrade,Financials in BRL,Fiscal year is January - December
Shares Outstanding (Basic),"632,663,764","632,583,274","632,891,392","628,814,285","632,595,726","633,469,336","631,902,846","632,766,714","633,445,403","630,196,062","632,535,841","630,492,857","630,325,000","631,768,526","632,533,040","629,730,000","628,564,933","631,562,763","631,084,088","628,307,894",Upgrade,Financials in BRL,Fiscal year is January - December
Shares Outstanding (Diluted),"636,246,534","637,484,800","638,057,272","628,814,285","638,483,271","639,038,085","636,944,971","641,563,369","638,749,039","639,803,194","635,681,635","630,492,857","639,537,763","639,457,741","639,742,300","629,730,000","628,564,933","639,365,494","639,968,298","628,307,894",Upgrade,Financials in BRL,Fiscal year is January - December
Shares Change (YoY),-0.350%,-0.243%,0.175%,-1.987%,-0.042%,-0.120%,0.199%,1.756%,-0.123%,0.054%,-0.635%,0.121%,1.746%,0.014%,-0.035%,0.226%,-1.182%,-0.267%,0.024%,-0.614%,Upgrade,Financials in BRL,Fiscal year is January - December
EPS (Basic),0.595,0.779,0.620,0.488,0.789,0.794,0.537,0.676,0.735,0.723,0.550,0.559,0.320,0.745,0.483,0.500,0.550,0.628,0.377,0.380,Upgrade,Financials in BRL,Fiscal year is January - December
EPS (Diluted),0.592,0.773,0.615,0.488,0.782,0.787,0.533,0.667,0.729,0.712,0.547,0.559,0.315,0.736,0.477,0.500,0.550,0.620,0.372,0.380,Upgrade,Financials in BRL,Fiscal year is January - December
EPS Growth,-24.373%,-1.794%,15.416%,-26.783%,7.364%,10.500%,-2.613%,19.324%,131.003%,-3.233%,14.586%,11.785%,-42.643%,18.737%,28.231%,31.579%,30.921%,17.965%,-25.851%,-22.449%,Upgrade,Financials in BRL,Fiscal year is January - December
Free Cash Flow,"630,580,000","541,106,000","400,561,000","673,627,000","621,894,000","456,079,000","182,145,000","338,027,000","539,188,000","449,558,000","196,333,000","-20,032,000","389,380,000","294,574,000","35,924,000","63,280,000","309,719,000","279,597,000","77,988,000","36,302,000",Upgrade,Financials in BRL,Fiscal year is January - December
Free Cash Flow Per Share,0.991,0.849,0.628,1.071,0.974,0.714,0.286,0.527,0.844,0.703,0.309,-0.032,0.609,0.461,0.056,0.100,0.493,0.437,0.122,0.058,Upgrade,Financials in BRL,Fiscal year is January - December
Dividend Per Share,0.195,0.098,0.097,0.308,0.308,0.308,0.308,0.305,0.308,0.308,0.310,0.304,0.308,0.308,0.310,1.170,-,0.290,0.294,0.304,Upgrade,Financials in BRL,Fiscal year is January - December
Dividend Growth,-36.549%,-68.282%,-68.416%,1.041%,0.062%,0.055%,-0.674%,0.270%,-0.133%,-0.133%,0%,-74.038%,-,6.266%,5.464%,284.502%,-,13.450%,15.397%,-68.630%,Upgrade,Financials in BRL,Fiscal year is January - December
Gross Margin,59.800%,60.922%,61.057%,62.072%,63.308%,63.162%,63.957%,62.315%,63.483%,63.726%,62.883%,62.645%,63.914%,65.523%,64.294%,61.655%,63.967%,65.707%,66.630%,59.595%,Upgrade,Financials in BRL,Fiscal year is January - December
Operating Margin,23.439%,29.582%,30.792%,30.062%,32.739%,32.284%,31.043%,31.607%,33.246%,34.042%,30.581%,37.970%,32.585%,36.914%,28.559%,24.073%,27.918%,29.824%,23.009%,-42.823%,Upgrade,Financials in BRL,Fiscal year is January - December
Profit Margin,19.645%,22.514%,21.473%,16.625%,23.355%,22.547%,19.977%,20.170%,22.859%,24.044%,23.278%,21.666%,12.354%,31.230%,26.079%,27.745%,31.753%,37.736%,29.227%,25.712%,Upgrade,Financials in BRL,Fiscal year is January - December
Free Cash Flow Margin,32.913%,24.720%,21.929%,36.473%,29.081%,20.442%,10.726%,15.934%,26.486%,23.715%,13.145%,-1.232%,23.850%,19.542%,3.068%,5.576%,28.454%,26.616%,9.569%,3.909%,Upgrade,Financials in BRL,Fiscal year is January - December
EBITDA,"491,906,000","690,177,000","608,516,000","600,112,000","761,440,000","776,818,000","578,921,000","700,434,000","720,011,000","684,561,000","494,349,000","641,751,000","565,920,000","588,969,000","365,533,000","294,440,750","333,692,000","344,443,000","217,858,000","-377,152,000",Upgrade,Financials in BRL,Fiscal year is January - December
EBITDA Margin,25.675%,31.531%,33.313%,32.492%,35.607%,34.818%,34.090%,33.018%,35.368%,36.112%,33.099%,39.456%,34.663%,39.072%,31.219%,25.945%,30.656%,32.789%,26.730%,-40.615%,Upgrade,Financials in BRL,Fiscal year is January - December
D&A For EBITDA,"42,830,000","42,657,000","46,042,000","44,886,000","61,330,000","56,533,000","51,746,000","29,926,000","43,198,000","39,242,000","37,606,000","24,167,000","33,931,000","32,537,000","31,146,000","21,250,750","29,804,000","31,146,000","30,327,000","20,496,000",Upgrade,Financials in BRL,Fiscal year is January - December
EBIT,"449,076,000","647,520,000","562,474,000","555,226,000","700,110,000","720,285,000","527,175,000","670,508,000","676,813,000","645,319,000","456,743,000","617,584,000","531,989,000","556,432,000","334,387,000","273,190,000","303,888,000","313,297,000","187,531,000","-397,648,000",Upgrade,Financials in BRL,Fiscal year is January - December
EBIT Margin,23.439%,29.582%,30.792%,30.062%,32.739%,32.284%,31.043%,31.607%,33.246%,34.042%,30.581%,37.970%,32.584%,36.914%,28.559%,24.073%,27.918%,29.824%,23.009%,-42.823%,Upgrade,Financials in BRL,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,2.065%,-,-,-,7.644%,1.368%,1.635%,-,-,-,0.814%,-,-,Upgrade,Financials in BRL,Fiscal year is January - December
Advertising Expenses,"311,432,000","280,038,000",-,-,"271,528,000","243,851,000","174,702,000",-,"230,661,000","202,023,000","159,429,000",-,"197,596,000","197,573,000","121,148,000",-,"113,701,000","136,891,000","67,767,000",-,Upgrade,Financials in BRL,Fiscal year is January - December
