Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Expenses,"4,105,675,266","4,208,837,575","4,099,707,031","4,972,089,886","4,290,006,046","4,744,327,889","4,492,137,951","5,335,776,191","4,231,099,717","4,029,126,598","3,679,398,927","4,942,257,792","4,003,173,292","3,829,596,701","3,404,953,355","3,757,408,863","3,732,853,247","3,660,612,864","2,740,144,930","4,131,678,200",Upgrade,Financials in CNY,Fiscal year is January - December
Operating Income,"936,254,474","691,973,222","979,841,833","-209,796,168","-44,603,192","354,939,847","1,083,789,295","649,474,537","738,925,225","1,188,181,189","843,549,444","362,485,811","729,850,306","677,661,429","766,810,013","403,418,203","802,104,090","910,801,619","501,710,412","206,733,877",Upgrade,Financials in CNY,Fiscal year is January - December
Interest Expense,"-358,331,473","-361,450,362","-348,094,758","-377,160,304","-344,294,786","-318,369,077","-285,006,358","-265,078,725","-259,821,843","-231,738,276","-207,168,074","-190,411,952","-211,403,445","-215,680,742","-205,044,054","-243,693,356","-209,380,624","-205,187,897","-222,690,569","-260,407,669",Upgrade,Financials in CNY,Fiscal year is January - December
Interest & Investment Income,"527,738,193","815,502,855","435,232,936","1,417,605,883","803,157,651","788,845,121","856,029,331","1,408,781,969","965,874,315","724,300,796","1,561,520,119","2,833,969,952","736,238,666","755,609,319","531,792,751","662,289,256","549,149,889","573,560,510","698,589,974","2,082,031,220",Upgrade,Financials in CNY,Fiscal year is January - December
Currency Exchange Gain (Loss),"51,716,156","-51,716,156",-,"13,026,693","97,838,304","-97,838,304",-,"62,359,717","-72,842,376","72,842,376",-,"154,626,702","-41,938,699","41,938,699",-,"-24,789,854","-69,550,684","69,550,684",-,"40,758,191",Upgrade,Financials in CNY,Fiscal year is January - December
Other Non Operating Income (Expenses),"-48,633,079","14,032,149","-31,798,305","16,292,996","-73,966,498","16,576,420","-66,374,575","36,504,134","120,532,254","-225,849,907","37,036,501","-62,210,304","70,743,722","-43,855,946","4,263,922","-53,212,393","20,016,136","-66,136,458","18,177,451","-105,551,937",Upgrade,Financials in CNY,Fiscal year is January - December
EBT Excluding Unusual Items,"1,108,744,271","1,108,341,708","1,035,181,706","859,969,100","438,131,479","744,154,007","1,588,437,693","1,892,041,632","1,492,667,575","1,527,736,178","2,234,937,990","3,098,460,209","1,283,490,550","1,215,672,759","1,097,822,632","744,011,856","1,092,338,807","1,282,588,458","995,787,268","1,963,563,682",Upgrade,Financials in CNY,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-180,000,000",-,-,-,"-150,000,000",-,-,-,-,-,-,-,"-75,000,000",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"176,152,036","-262,260,583","-20,137,300","-1,294,999,554","480,246,114","473,696,341","-147,606,069","-567,589,397","-521,448,363","-51,463,150","-1,357,867,580","-1,432,975,563","330,405,851","938,681,899","53,698,820","491,377,285","-19,969,021","249,312,935","-225,919,466","-520,511,655",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"1,796,644","282,841","434,102","-735,896","5,494,680","1,312,666","-507,677","-14,502,250","138,396,116","1,893,940","-185,519","-8,146,003","-10,127,269","1,961,529","893,024","3,867,270","219,145","885,049","735,940","-542,003",Upgrade,Financials in CNY,Fiscal year is January - December
Asset Writedown,"-38,616,712","-8,215,447","5,885,553","248,758,081","-279,788,026","2,069,936","-13,184,652","73,108,435","-89,431,099","-4,799,259","640,646","75,279,540","-233,271,312","-5,780,737","-7,239,934","5,611,179","-13,012,419","-1,461,820","-1,242,991","-1,993,650",Upgrade,Financials in CNY,Fiscal year is January - December
Other Unusual Items,"-95,422,533","62,339,804","-2,940,204","159,119,661","-7,097,728","49,472,989","-42,375,261","245,694","-1,414,875","1,414,875",-,"-206,155,403","-8,519,468","8,519,468",-,"72,714,882","-1,003,077","1,003,077",-,"201,586,562",Upgrade,Financials in CNY,Fiscal year is January - December
Pretax Income,"1,140,365,090","912,776,939","1,018,423,857","-27,888,608","636,986,519","1,270,705,939","1,384,764,034","1,203,304,114","1,018,769,354","1,474,782,584","877,525,537","1,376,462,780","1,361,978,352","2,159,054,918","1,145,174,542","1,317,582,472","1,058,573,435","1,532,327,699","769,360,751","1,567,102,936",Upgrade,Financials in CNY,Fiscal year is January - December
Income Tax Expense,"171,579,431","149,266,115","232,202,701","-269,142,500","28,402,260","339,734,770","270,509,922","15,377,759","102,454,222","265,723,742","243,361,741","335,135,552","180,618,175","384,129,590","166,517,902","127,491,490","218,292,050","271,209,701","120,871,338","279,178,645",Upgrade,Financials in CNY,Fiscal year is January - December
Earnings From Continuing Operations,"968,785,659","763,510,824","786,221,156","241,253,892","608,584,259","930,971,169","1,114,254,112","1,187,926,355","916,315,132","1,209,058,842","634,163,796","1,041,327,228","1,181,360,177","1,774,925,328","978,656,640","1,190,090,982","840,281,385","1,261,117,998","648,489,413","1,287,924,291",Upgrade,Financials in CNY,Fiscal year is January - December
Minority Interest in Earnings,"-182,941,894","-148,445,854","-176,487,528","-138,054,006","-102,990,198","-140,470,961","-127,282,447","106,679,037","-15,830,545","-129,914,339","-177,593,690","122,649,977","-98,999,580","-139,738,200","-131,471,039","-6,258,591","-76,010,985","-123,605,898","-71,291,360","-30,010,873",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income,"785,843,765","615,064,970","609,733,628","103,199,886","505,594,061","790,500,208","986,971,665","1,294,605,392","900,484,587","1,079,144,503","456,570,106","1,163,977,205","1,082,360,597","1,635,187,128","847,185,601","1,183,832,391","764,270,400","1,137,512,100","577,198,053","1,257,913,418",Upgrade,Financials in CNY,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"-1,050,588","1,050,588",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Net Income to Common,"785,843,765","615,064,970","609,733,628","103,199,886","506,644,649","789,449,620","986,971,665","1,294,605,392","900,484,587","1,079,144,503","456,570,106","1,163,977,205","1,082,360,597","1,635,187,128","847,185,601","1,183,832,391","764,270,400","1,137,512,100","577,198,053","1,257,913,418",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income Growth,55.430%,-22.193%,-38.222%,-92.028%,-43.853%,-26.748%,116.171%,11.223%,-16.804%,-34.005%,-46.107%,-1.677%,41.620%,43.751%,46.776%,-5.889%,39.571%,41.512%,-18.966%,104.948%,Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Basic),"2,697,772,030","2,693,781,649","2,651,015,773","2,714,437,354","2,624,873,068","2,671,819,436","2,667,490,986","2,654,418,140","2,649,306,726","2,589,296,502","2,536,500,588","2,557,925,133","2,567,871,957","2,558,567,997","2,567,229,093","2,584,644,018","2,541,153,072","2,616,240,338","2,509,556,752","2,608,245,477",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Diluted),"2,697,772,030","2,693,781,649","2,651,015,773","2,714,437,354","2,718,569,344","2,671,819,436","2,667,490,986","2,654,436,100","2,649,306,726","2,589,296,502","2,536,500,588","2,557,925,133","2,567,871,957","2,558,567,997","2,567,229,093","2,584,644,018","2,541,153,072","2,616,240,338","2,509,556,752","2,608,245,477",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Change (YoY),-0.765%,0.822%,-0.618%,2.260%,2.614%,3.187%,5.164%,3.773%,3.171%,1.201%,-1.197%,-1.034%,1.051%,-2.204%,2.298%,-0.905%,2.095%,1.322%,-1.350%,3.360%,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Basic),0.291,0.228,0.230,0.038,0.193,0.295,0.370,0.488,0.340,0.417,0.180,0.455,0.421,0.639,0.330,0.458,0.301,0.435,0.230,0.482,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Diluted),0.290,0.228,0.230,0.034,0.182,0.295,0.370,0.487,0.339,0.417,0.180,0.455,0.420,0.639,0.330,0.458,0.300,0.435,0.230,0.482,Upgrade,Financials in CNY,Fiscal year is January - December
EPS Growth,59.257%,-22.725%,-37.838%,-92.951%,-46.375%,-29.104%,105.556%,6.993%,-19.271%,-34.788%,-45.455%,-0.650%,40.121%,46.992%,43.478%,-5.030%,36.273%,40.355%,-17.857%,100.948%,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow,"146,040,687","150,785,345","-337,138,503","-166,629,645","-623,302,474","-302,695,392","-829,860,184","-338,898,269","-535,635,809","-153,314,036","-643,419,854","-549,206,001","93,650,373","-40,924,686","-538,504,303","-1,038,988,802","-375,504,772","204,915,772","-647,766,904","-202,985,632",Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Per Share,0.054,0.056,-0.127,-0.061,-0.229,-0.113,-0.311,-0.128,-0.202,-0.059,-0.254,-0.215,0.036,-0.016,-0.210,-0.402,-0.148,0.078,-0.258,-0.078,Upgrade,Financials in CNY,Fiscal year is January - December
Dividend Per Share,-,-,-,0.270,-,-,-,0.420,-,-,-,0.560,-,-,-,0.430,-,-,-,0.390,Upgrade,Financials in CNY,Fiscal year is January - December
Dividend Growth,-,-,-,-35.714%,-,-,-,-25.000%,-,-,-,30.233%,-,-,-,10.256%,-,-,-,21.875%,Upgrade,Financials in CNY,Fiscal year is January - December
Gross Margin,48.252%,47.555%,50.009%,44.510%,45.625%,48.452%,51.293%,48.547%,48.369%,47.591%,43.553%,44.343%,46.881%,50.665%,51.784%,50.716%,56.163%,56.107%,55.129%,58.966%,Upgrade,Financials in CNY,Fiscal year is January - December
Operating Margin,8.960%,6.715%,9.647%,-1.961%,-0.479%,3.373%,9.970%,5.268%,7.191%,10.838%,8.123%,3.030%,7.229%,7.617%,9.518%,4.917%,9.934%,11.179%,8.532%,2.810%,Upgrade,Financials in CNY,Fiscal year is January - December
Profit Margin,7.521%,5.968%,6.003%,0.965%,5.445%,7.501%,9.079%,10.501%,8.764%,9.844%,4.396%,9.730%,10.721%,18.381%,10.516%,14.430%,9.465%,13.961%,9.815%,17.097%,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Margin,1.398%,1.463%,-3.319%,-1.557%,-6.699%,-2.876%,-7.634%,-2.749%,-5.213%,-1.399%,-6.196%,-4.591%,0.928%,-0.460%,-6.684%,-12.664%,-4.650%,2.515%,-11.015%,-2.759%,Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA,"1,599,547,148","1,317,201,129","1,643,134,507","453,496,506","485,605,426","1,028,596,499","1,613,997,913","1,179,683,155","1,150,643,275","1,643,684,053","1,255,267,494","774,203,861","1,096,114,330","1,088,875,472","1,133,074,037","769,682,227","1,126,119,480","1,276,597,210","825,725,802","530,749,267",Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA Margin,15.308%,12.781%,16.177%,4.239%,5.219%,9.773%,14.847%,9.569%,11.198%,14.993%,12.087%,6.472%,10.857%,12.240%,14.065%,9.382%,13.946%,15.668%,14.042%,7.214%,Upgrade,Financials in CNY,Fiscal year is January - December
D&A For EBITDA,"663,292,674","625,227,907","663,292,674","663,292,674","530,208,618","673,656,652","530,208,618","530,208,618","411,718,050","455,502,864","411,718,050","411,718,050","366,264,024","411,214,043","366,264,024","366,264,024","324,015,390","365,795,591","324,015,390","324,015,390",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT,"936,254,474","691,973,222","979,841,833","-209,796,168","-44,603,192","354,939,847","1,083,789,295","649,474,537","738,925,225","1,188,181,189","843,549,444","362,485,811","729,850,306","677,661,429","766,810,013","403,418,203","802,104,090","910,801,619","501,710,412","206,733,877",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT Margin,8.960%,6.714%,9.647%,-1.961%,-0.479%,3.372%,9.970%,5.268%,7.191%,10.838%,8.123%,3.030%,7.229%,7.617%,9.518%,4.917%,9.934%,11.179%,8.532%,2.810%,Upgrade,Financials in CNY,Fiscal year is January - December
Effective Tax Rate,15.046%,16.353%,22.800%,-,4.459%,26.736%,19.535%,1.278%,10.057%,18.018%,27.733%,24.348%,13.261%,17.791%,14.541%,9.676%,20.621%,17.699%,15.711%,17.815%,Upgrade,Financials in CNY,Fiscal year is January - December
Revenue as Reported,"30,911,889,002",-,"10,157,255,262",-,"30,700,119,056",-,"10,870,720,838",-,"31,622,769,575",-,"10,384,857,441",-,"27,048,280,045",-,"8,056,120,184",-,"22,102,744,284",-,"5,880,507,166",-,Upgrade,Financials in CNY,Fiscal year is January - December
