Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Jan '23 Jan 31, 2023","Jan '22 Jan 31, 2022","Jan '21 Jan 31, 2021","Jan '20 Jan 31, 2020",2019 - 2015,,
Revenue,"66,067","39,534","67,996","92,014","9,687","6,395",Upgrade,Financials in USD,Fiscal year is February - January
Revenue Growth (YoY),2.947%,-41.858%,-26.103%,849.871%,51.478%,-,Upgrade,Financials in USD,Fiscal year is February - January
Cost of Revenue,"23,581","25,199","32,690","60,853","42,944",-,Upgrade,Financials in USD,Fiscal year is February - January
Gross Profit,"42,486","14,335","35,306","31,161","-33,257","6,395",Upgrade,Financials in USD,Fiscal year is February - January
"Selling, General & Admin","186,615","195,582","254,075","536,958","414,742","400,640",Upgrade,Financials in USD,Fiscal year is February - January
Operating Expenses,"216,249","243,821","332,981","614,743","445,408","400,640",Upgrade,Financials in USD,Fiscal year is February - January
Operating Income,"-173,763","-229,486","-297,675","-583,582","-478,665","-394,245",Upgrade,Financials in USD,Fiscal year is February - January
Interest Expense,"-4,008","-3,340","-62,063","-60,606","-121,648","-340,701",Upgrade,Financials in USD,Fiscal year is February - January
EBT Excluding Unusual Items,"-177,771","-232,826","-359,738","-644,188","-600,313","-734,946",Upgrade,Financials in USD,Fiscal year is February - January
Other Unusual Items,-,-,"-198,156","11,262","61,421","39,325",Upgrade,Financials in USD,Fiscal year is February - January
Pretax Income,"-177,771","-232,826","-557,894","-632,926","-538,892","-695,621",Upgrade,Financials in USD,Fiscal year is February - January
Income Tax Expense,50,639,"3,523",-,-,-,Upgrade,Financials in USD,Fiscal year is February - January
Net Income,"-177,821","-233,465","-561,417","-632,926","-538,892","-695,621",Upgrade,Financials in USD,Fiscal year is February - January
Preferred Dividends & Other Adjustments,-,-,"15,445","109,262","41,800",-,Upgrade,Financials in USD,Fiscal year is February - January
Net Income to Common,"-177,821","-233,465","-576,862","-742,188","-580,692","-695,621",Upgrade,Financials in USD,Fiscal year is February - January
Shares Outstanding (Basic),"2,917,945,466","2,916,066,065","2,230,594,112","1,599,716,616","1,192,972,593","241,537,039",Upgrade,Financials in USD,Fiscal year is February - January
Shares Outstanding (Diluted),"2,917,945,466","2,916,066,065","2,230,594,112","1,599,716,616","1,192,972,593","241,537,039",Upgrade,Financials in USD,Fiscal year is February - January
Shares Change (YoY),16.626%,30.730%,39.437%,34.095%,393.909%,1520.288%,Upgrade,Financials in USD,Fiscal year is February - January
EPS (Basic),-0.000,-0.000,-0.000,-0.000,-0.000,-0.003,Upgrade,Financials in USD,Fiscal year is February - January
EPS (Diluted),-0.000,-0.000,-0.000,-0.000,-0.000,-0.003,Upgrade,Financials in USD,Fiscal year is February - January
Free Cash Flow,"-2,805","-10,337","-153,243","-445,842","-608,868","-181,607",Upgrade,Financials in USD,Fiscal year is February - January
Free Cash Flow Per Share,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is February - January
Gross Margin,64.307%,36.260%,51.924%,33.865%,-,100.000%,Upgrade,Financials in USD,Fiscal year is February - January
Operating Margin,-263.010%,-580.478%,-437.783%,-634.232%,-4941.313%,-6164.894%,Upgrade,Financials in USD,Fiscal year is February - January
Profit Margin,-269.153%,-590.542%,-848.376%,-806.603%,-5994.549%,-10877.576%,Upgrade,Financials in USD,Fiscal year is February - January
Free Cash Flow Margin,-4.246%,-26.147%,-225.371%,-484.537%,-6285.413%,-2839.828%,Upgrade,Financials in USD,Fiscal year is February - January
EBITDA,"-144,129","-181,247","-218,769","-505,797","-447,999",-,Upgrade,Financials in USD,Fiscal year is February - January
D&A For EBITDA,"29,634","48,239","78,906","77,785","30,666",-,Upgrade,Financials in USD,Fiscal year is February - January
EBIT,"-173,763","-229,486","-297,675","-583,582","-478,665","-394,245",Upgrade,Financials in USD,Fiscal year is February - January
