Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-85,066,000","-125,121,000","-115,867,000","89,580,000","-111,740,000","-76,817,000","-51,745,000","-120,051,000","-175,124,000","-179,716,000","-175,609,000","-143,501,000","-127,748,000","763,368,000","-112,588,000","-107,186,000","-92,239,000","-79,277,000","-69,354,000","30,546,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"876,000","1,287,000","724,000","233,000","412,000","923,000","1,320,000","-9,476,000","-575,000","6,118,000","3,608,000","-2,253,000","-595,000","4,143,000","575,000","-147,000","200,000","379,000","377,000","4,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-85,942,000","-126,408,000","-116,591,000","89,347,000","-112,152,000","-77,740,000","-53,065,000","-110,575,000","-174,549,000","-185,834,000","-179,217,000","-141,248,000","-127,153,000","759,225,000","-113,163,000","-107,039,000","-92,439,000","-79,656,000","-69,731,000","30,542,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-85,942,000","-126,408,000","-116,591,000","89,347,000","-112,152,000","-77,740,000","-53,065,000","-110,575,000","-174,549,000","-185,834,000","-179,217,000","-141,248,000","-127,153,000","759,225,000","-113,163,000","-107,039,000","-92,439,000","-79,656,000","-69,731,000","30,542,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-85,942,000","-126,408,000","-116,591,000","89,347,000","-112,152,000","-77,740,000","-53,065,000","-110,575,000","-174,549,000","-185,834,000","-179,217,000","-141,248,000","-127,153,000","759,225,000","-113,163,000","-107,039,000","-92,439,000","-79,656,000","-69,731,000","30,542,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"85,234,926","84,920,929","81,794,630","79,688,337","79,414,098","79,091,061","78,676,986","78,336,506","78,021,520","77,513,327","77,098,319","76,649,727","76,288,534","75,826,594","75,005,187","71,282,096","70,143,481","61,420,746","60,847,683","57,395,839",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"85,234,926","84,920,929","81,794,630","81,324,786","79,414,098","79,091,061","78,676,986","78,336,506","78,021,520","77,513,327","77,098,319","76,649,727","76,288,534","80,449,956","75,005,187","71,282,096","70,143,481","61,420,746","60,847,683","60,233,927",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.330%,7.371%,3.963%,3.815%,1.785%,2.035%,2.048%,2.201%,2.272%,-3.650%,2.791%,7.530%,8.761%,30.982%,23.267%,18.342%,21.779%,15.478%,16.805%,16.533%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.008,-1.489,-1.425,1.121,-1.412,-0.983,-0.674,-1.412,-2.237,-2.397,-2.325,-1.843,-1.667,10.013,-1.509,-1.502,-1.318,-1.297,-1.146,0.532,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.010,-1.490,-1.430,1.095,-1.412,-0.983,-0.674,-1.412,-2.240,-2.400,-2.325,-1.843,-1.670,9.440,-1.510,-1.502,-1.320,-1.300,-1.150,0.503,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-107,132,000","-96,289,000","109,031,000","-96,811,000","-41,974,000","-136,800,000","5,740,000","-119,519,000","-111,235,000","-151,586,000","-150,589,000","-95,221,000","-118,378,000","778,553,000","-107,687,000","-87,451,000","-81,223,000","-32,884,000","-55,166,000","2,424,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.257,-1.134,1.333,-1.190,-0.529,-1.730,0.073,-1.526,-1.426,-1.956,-1.953,-1.242,-1.552,9.677,-1.436,-1.227,-1.158,-0.535,-0.907,0.040,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,42.773%,-,-108.844%,-42.127%,-,-,-,-,-,-,87.868%,-,-,-,-,-,36.687%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-18294.020%,-29257.253%,-27894.246%,34.583%,-,-136.033%,-64.487%,-2192350.000%,-194029.787%,-115987.342%,-18720.426%,-1129.529%,-15637.015%,84.669%,-21251.020%,-29124.595%,-62431.757%,-183384.091%,-46870.064%,14.261%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-14276.080%,-24450.290%,-23133.135%,44.406%,-,-111.057%,-53.065%,-1842916.667%,-185690.426%,-117616.456%,-19065.638%,-1095.031%,-15431.189%,84.293%,-20994.991%,-28929.459%,-62458.784%,-181036.364%,-44414.650%,39.657%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-17796.013%,-18624.565%,21633.135%,-48.115%,-,-195.429%,5.740%,-1991983.333%,-118335.106%,-95940.506%,-16020.106%,-738.205%,-14366.262%,86.439%,-19979.035%,-23635.405%,-54880.405%,-74736.364%,-35137.580%,3.147%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-105,391,000","-146,415,000","-135,754,000","74,483,000","-127,486,000","-90,262,000","-59,436,000","-125,695,000","-177,370,000","-175,991,000","-169,933,000","-139,437,000","-123,525,000","766,271,000","-111,828,000","-105,195,000","-90,064,000","-78,497,000","-71,495,000","12,415,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,37.018%,-,-128.946%,-59.436%,-,-,-,-,-,-,85.075%,-,-,-,-,-,16.120%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,739,000","4,845,000","4,833,000","4,900,000","4,925,000","4,961,000","5,051,000","5,846,000","5,018,000","7,269,000","6,039,000","6,261,000","5,324,000","3,653,000","2,715,000","2,566,000","2,335,000","2,192,000","2,091,000","1,432,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-110,130,000","-151,260,000","-140,587,000","69,583,000","-132,411,000","-95,223,000","-64,487,000","-131,541,000","-182,388,000","-183,260,000","-175,972,000","-145,698,000","-128,849,000","762,618,000","-114,543,000","-107,761,000","-92,399,000","-80,689,000","-73,586,000","10,983,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,34.583%,-,-136.033%,-64.487%,-,-,-,-,-,-,84.669%,-,-,-,-,-,14.261%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,0.260%,-,-,-,-,-,-,-,-,-,0.543%,-,-,-,-,-,0.013%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"602,000","517,000","504,000","201,206,000",-,"70,000,000","100,000,000","6,000","94,000","158,000","940,000","12,899,000","824,000","900,701,000","539,000","370,000","148,000","44,000","157,000","289,590,000",Upgrade,Financials in USD,Fiscal year is January - December
