Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Sep '24 Sep 30, 2024","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020",2019 - 2015,,
Revenue,-,-,-,-,-,"558,664",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),-,-,-,-,-,20.726%,Upgrade,Financials in USD,Fiscal year is October - September
Cost of Revenue,-,-,"22,471,496","25,355,346","23,108,897","17,840,290",Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,-,-,"-22,471,496","-25,355,346","-23,108,897","-17,281,626",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","8,191,023","8,191,023","9,004,578","10,707,447","13,085,232","11,703,429",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"18,161,451","18,161,451",-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"26,352,474","26,352,474","9,004,578","10,707,447","13,085,232","11,703,429",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-26,352,474","-26,352,474","-31,476,074","-36,062,793","-36,194,129","-28,985,055",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-745,673","-745,673","-675,416","-1,081,034","-1,125,288","-1,035,725",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-481,774","-481,774","-214,365","-455,183","-1,077,932","-1,139,303",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-27,579,921","-27,579,921","-32,365,855","-37,599,010","-38,397,349","-31,160,083",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,-,-,-,-,"1,685,379","883,105",Upgrade,Financials in USD,Fiscal year is October - September
Asset Writedown,-,-,-,"-30,793",-,-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-27,579,921","-27,579,921","-32,365,855","-37,629,803","-36,711,970","-30,276,978",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-27,579,921","-27,579,921","-32,365,855","-37,629,803","-36,711,970","-30,276,978",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-27,579,921","-27,579,921","-32,365,855","-37,629,803","-36,711,970","-30,276,978",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"54,044,989","54,044,989","44,479,865","43,148,888","40,662,137","36,759,115",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"54,044,989","54,044,989","44,479,865","43,148,888","40,694,248","36,759,115",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),21.504%,21.504%,3.085%,6.032%,10.705%,17.914%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.510,-0.510,-0.728,-0.872,-0.903,-0.824,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.510,-0.510,-0.728,-0.872,-0.929,-0.824,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-18,906,081","-18,906,081","-23,210,453","-18,878,843","-27,803,345","-17,931,067",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.350,-0.350,-0.522,-0.438,-0.683,-0.488,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-,-,-,-,-,-5188.280%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-,-,-,-,-,-5419.533%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-,-,-,-,-,-3209.634%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-22,383,291","-22,383,291","-29,317,740","-34,033,876","-33,963,021","-26,825,326",Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"3,969,183","3,969,183","2,158,334","2,028,917","2,231,108","2,159,729",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-26,352,474","-26,352,474","-31,476,074","-36,062,793","-36,194,129","-28,985,055",Upgrade,Financials in USD,Fiscal year is October - September
