Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"1,141,000","1,275,000","5,274,000","2,089,000","2,528,000","1,433,000","1,826,000","1,411,000","2,112,000","1,393,000","813,000","508,000","752,000",-,-,-,-,"67,000","164,000","65,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-54.866%,-11.026%,188.828%,48.051%,19.697%,2.872%,124.600%,177.756%,180.851%,-,-,-,-,-,-,-,-,362.069%,1031.034%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"13,785,000","15,433,000","16,529,000","16,322,000","14,951,000","15,644,000","14,625,000","16,845,000","18,973,000","18,920,000","18,385,000","22,484,000","19,337,000","19,707,000","14,127,000","14,864,000","9,540,000","9,166,000","6,787,000","7,435,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-12,644,000","-14,158,000","-11,255,000","-14,233,000","-12,423,000","-14,211,000","-12,799,000","-15,434,000","-16,861,000","-17,527,000","-17,572,000","-21,976,000","-18,585,000","-19,707,000","-14,127,000","-14,864,000","-9,540,000","-9,099,000","-6,623,000","-7,370,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,799,000","4,874,000","5,837,000","5,533,000","5,760,000","5,621,000","5,616,000","5,606,000","5,485,000","5,532,000","6,304,000","5,099,000","4,941,000","4,054,000","4,299,000","2,058,000","2,865,000","2,011,000","2,122,000","2,137,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,799,000","4,874,000","5,837,000","5,533,000","5,760,000","5,621,000","5,616,000","5,606,000","5,485,000","5,532,000","6,304,000","5,099,000","4,941,000","4,054,000","4,299,000","2,058,000","2,865,000","2,011,000","2,122,000","2,137,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-16,443,000","-19,032,000","-17,092,000","-19,766,000","-18,183,000","-19,832,000","-18,415,000","-21,040,000","-22,346,000","-23,059,000","-23,876,000","-27,075,000","-23,526,000","-23,761,000","-18,426,000","-16,922,000","-12,405,000","-11,110,000","-8,745,000","-9,507,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,"-82,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,267,000","1,402,000","1,606,000","1,863,000","1,926,000","1,775,000","1,435,000","1,043,000","587,000","395,000","198,000",-,"131,000","176,000","56,000","12,000","24,000","51,000","112,000","145,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-6,084,000","-14,125,000","2,380,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-15,176,000","-17,630,000","-15,486,000","-17,903,000","-16,257,000","-18,057,000","-16,980,000","-19,997,000","-21,759,000","-22,664,000","-23,678,000","-27,157,000","-23,395,000","-23,585,000","-24,454,000","-31,035,000","-10,001,000","-11,059,000","-8,633,000","-9,362,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-3,565,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"4,675,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-15,176,000","-21,195,000","-10,811,000","-17,903,000","-16,257,000","-18,057,000","-16,980,000","-19,997,000","-21,759,000","-22,664,000","-23,678,000","-27,157,000","-23,395,000","-23,585,000","-24,454,000","-31,035,000","-10,001,000","-11,059,000","-8,633,000","-9,362,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-15,176,000","-21,195,000","-10,811,000","-17,903,000","-16,257,000","-18,057,000","-16,980,000","-19,997,000","-21,759,000","-22,664,000","-23,678,000","-27,157,000","-23,395,000","-23,585,000","-24,454,000","-31,035,000","-10,001,000","-11,059,000","-8,633,000","-9,362,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-15,176,000","-21,195,000","-10,811,000","-17,903,000","-16,257,000","-18,057,000","-16,980,000","-19,997,000","-21,759,000","-22,664,000","-23,678,000","-27,157,000","-23,395,000","-23,585,000","-24,454,000","-31,035,000","-10,001,000","-11,059,000","-8,633,000","-9,362,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"38,250,982","38,128,344","38,068,424","37,941,587","37,868,480","37,750,393","37,684,023","37,552,208","37,454,340","37,293,557","37,127,876","37,269,511","37,206,793","36,595,112","21,498,306","2,129,133","2,112,499","2,089,320","2,077,365","2,057,158",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"38,250,982","38,128,344","38,068,424","37,941,587","37,868,480","37,750,393","37,684,023","37,552,208","37,454,340","37,293,557","37,127,876","37,269,511","37,206,793","36,595,112","21,498,306","2,129,133","2,112,499","2,089,320","2,077,365","2,057,158",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.010%,1.001%,1.020%,1.037%,1.106%,1.225%,1.498%,0.759%,0.665%,1.909%,72.701%,1650.455%,1661.269%,1651.532%,934.883%,3.499%,4.099%,7.491%,6.876%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.397,-0.556,-0.284,-0.472,-0.429,-0.478,-0.451,-0.533,-0.581,-0.608,-0.638,-0.729,-0.629,-0.644,-1.137,-14.576,-4.734,-5.293,-4.156,-4.551,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.397,-0.556,-0.284,-0.472,-0.429,-0.478,-0.451,-0.533,-0.581,-0.608,-0.638,-0.729,-0.629,-0.644,-1.137,-14.576,-4.734,-5.293,-4.156,-4.551,Upgrade,Financials in USD,Fiscal year is January - December
