Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-106,964,000","-151,971,000","-147,541,000","-112,194,000","-98,740,000","-85,800,000","-76,896,000","-85,905,000","-81,197,000","-70,730,000","-57,518,000","-64,549,000","-63,100,000","-61,651,000","-52,546,000","-59,123,000","-57,963,000","-49,023,000","-36,135,000","-27,740,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-106,964,000","-151,971,000","-147,541,000","-112,194,000","-98,740,000","-85,800,000","-76,896,000","-85,905,000","-81,197,000","-70,730,000","-57,518,000","-64,549,000","-63,100,000","-61,651,000","-52,546,000","-59,123,000","-57,963,000","-49,023,000","-36,135,000","-27,740,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-106,964,000","-151,971,000","-147,541,000","-112,194,000","-98,740,000","-85,800,000","-76,896,000","-85,905,000","-81,197,000","-70,730,000","-57,518,000","-64,549,000","-63,100,000","-61,651,000","-52,546,000","-59,123,000","-57,963,000","-49,023,000","-36,135,000","-27,740,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"21,745,929","21,402,646","20,001,569","19,760,842","18,476,414","18,310,952","18,187,924","17,237,517","17,103,395","17,103,395","17,103,395","17,074,543","16,639,776","16,571,322","15,840,401","15,475,291","15,448,425","15,433,348","15,429,154","15,429,154",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"21,745,929","21,402,646","20,001,569","19,760,842","18,476,414","18,310,952","18,187,924","17,237,517","17,103,395","17,103,395","17,103,395","17,074,543","16,639,776","16,571,322","15,840,401","15,475,291","15,448,425","15,433,348","15,429,154","15,429,154",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.696%,16.884%,9.972%,14.639%,8.028%,7.060%,6.341%,0.954%,2.786%,3.211%,7.973%,10.334%,7.712%,7.373%,2.665%,0.299%,0.216%,0.419%,0.421%,0.526%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.919,-7.101,-7.376,-5.678,-5.344,-4.686,-4.228,-4.984,-4.747,-4.135,-3.363,-3.780,-3.792,-3.720,-3.317,-3.820,-3.752,-3.176,-2.342,-1.798,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.919,-7.101,-7.376,-5.678,-5.344,-4.686,-4.228,-4.984,-4.747,-4.135,-3.363,-3.780,-3.792,-3.720,-3.317,-3.820,-3.752,-3.176,-2.342,-1.798,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-67,763,000","-135,076,000","-149,514,000","-80,969,000","-85,259,000","-75,379,000","-84,102,000","-58,544,000","-59,102,000","-57,463,000","-49,965,000","-48,164,000","-45,606,000","-46,883,000","-43,473,000","-54,957,000","-47,853,000","-24,265,000","-30,820,000","-12,416,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.116,-6.311,-7.475,-4.097,-4.614,-4.117,-4.624,-3.396,-3.456,-3.360,-2.921,-2.821,-2.741,-2.829,-2.744,-3.551,-3.098,-1.572,-1.998,-0.805,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,96.539%,95.655%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-187.059%,-1110.377%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-172.037%,-1038.195%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-108.988%,-922.776%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-116,006,000","-162,270,000","-151,869,000","-117,034,000","-98,399,000","-86,324,000","-78,212,000","-85,170,000","-80,291,000","-70,163,000","-57,480,000","-64,495,000","-63,063,000","-61,653,000","-52,866,000","-59,439,000","-58,671,000","-50,212,000","-37,880,000","-29,926,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-186.580%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"298,000","267,000","168,000","142,000","135,000","126,000","124,000","129,000","121,000","110,000","107,000","106,000","97,000","89,000","113,000","116,000","115,000","115,000","125,000","28,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-116,304,000","-162,537,000","-152,037,000","-117,176,000","-98,534,000","-86,450,000","-78,336,000","-85,299,000","-80,412,000","-70,273,000","-57,587,000","-64,601,000","-63,160,000","-61,742,000","-52,979,000","-59,555,000","-58,786,000","-50,327,000","-38,005,000","-29,954,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-187.059%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
