Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Apr '23 Apr 30, 2023","Apr '22 Apr 30, 2022","Apr '21 Apr 30, 2021","Apr '20 Apr 30, 2020",2019 - 2015,,
"Selling, General & Admin","4,995,708","6,112,577","5,986,958","3,701,077","2,706,732","3,525,174",Upgrade,Financials in USD,Fiscal year is May - April
Research & Development,"414,401","407,431","468,536","690,937","916,249","301,221",Upgrade,Financials in USD,Fiscal year is May - April
Operating Expenses,"5,410,109","6,520,008","6,455,494","4,392,014","3,622,981","3,826,395",Upgrade,Financials in USD,Fiscal year is May - April
Operating Income,"-5,410,109","-6,520,008","-6,455,494","-4,392,014","-3,622,981","-3,826,395",Upgrade,Financials in USD,Fiscal year is May - April
Interest Expense,-,-,-,-509,"-3,046",-453,Upgrade,Financials in USD,Fiscal year is May - April
Interest & Investment Income,"2,558,754","3,398,819","1,937,499","157,645",-,-,Upgrade,Financials in USD,Fiscal year is May - April
Other Non Operating Income (Expenses),"9,675,314","5,454,952","202,002","-4,283","-1,188",-40,Upgrade,Financials in USD,Fiscal year is May - April
EBT Excluding Unusual Items,"6,823,959","2,333,763","-4,315,993","-4,239,161","-3,627,215","-3,826,888",Upgrade,Financials in USD,Fiscal year is May - April
Asset Writedown,"-2,000,000","-2,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Other Unusual Items,-,-,-,-,"75,979",-,Upgrade,Financials in USD,Fiscal year is May - April
Pretax Income,"22,678,959","333,763","-4,315,993","-4,239,161","-3,551,236","-3,826,888",Upgrade,Financials in USD,Fiscal year is May - April
Net Income,"22,678,959","333,763","-4,315,993","-4,239,161","-3,551,236","-3,826,888",Upgrade,Financials in USD,Fiscal year is May - April
Preferred Dividends & Other Adjustments,"13,254,464","17,571,166",-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Net Income to Common,"9,424,495","-17,237,403","-4,315,993","-4,239,161","-3,551,236","-3,826,888",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Basic),"8,115,156","9,581,059","19,489,204","15,521,654","1,448,285","903,812",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Diluted),"8,115,156","9,581,059","19,489,204","15,521,654","1,448,285","903,812",Upgrade,Financials in USD,Fiscal year is May - April
Shares Change (YoY),-43.878%,-50.839%,25.561%,971.726%,60.242%,23.229%,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Basic),1.161,-1.799,-0.221,-0.273,-2.452,-4.234,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Diluted),0.743,-1.799,-0.221,-0.273,-2.452,-4.234,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow,"-1,938,094","-2,151,457","-3,793,731","-4,117,319","-3,330,889","-2,338,373",Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Per Share,-0.239,-0.225,-0.195,-0.265,-2.300,-2.587,Upgrade,Financials in USD,Fiscal year is May - April
EBIT,"-5,410,109","-6,520,008","-6,455,494","-4,392,014","-3,622,981","-3,826,395",Upgrade,Financials in USD,Fiscal year is May - April
