Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters,Currency,Fiscal_Year_period
Pretax Income,"76,971,000","-44,907,000","-23,631,000","-85,837,000","-9,906,000","-65,760,000","-10,772,000","-58,384,000","-10,471,000","-9,247,000","-9,864,000","-9,385,000","-10,503,000","-7,972,000","-9,000,000","-6,308,000","-6,144,000","-2,586,000","-8,177,000","-4,144,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"-579,000","-686,000","-588,000","-501,000","-404,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"76,971,000","-44,907,000","-23,631,000","-85,837,000","-9,906,000","-65,760,000","-10,772,000","-58,384,000","-10,471,000","-9,247,000","-9,864,000","-8,806,000","-9,817,000","-7,384,000","-8,499,000","-5,904,000","-6,144,000","-2,586,000","-8,177,000","-4,144,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"22,542,000","-19,660,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"54,429,000","-25,247,000","-23,631,000","-85,837,000","-9,906,000","-65,760,000","-10,772,000","-58,384,000","-10,471,000","-9,247,000","-9,864,000","-8,806,000","-9,817,000","-7,384,000","-8,499,000","-5,904,000","-6,144,000","-2,586,000","-8,177,000","-4,144,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"51,945,920","42,393,828","29,989,400","30,037,533","29,974,400","24,006,549","14,285,905","14,271,829","14,265,905","14,265,905","14,330,693","14,815,862","14,815,852","14,815,731","14,831,049","2,787,704","1,114,133","943,419","959,285","722,543",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"55,478,342","42,393,828","29,989,400","30,037,533","29,974,400","24,006,549","14,285,905","14,271,829","14,265,905","14,265,905","14,330,693","14,815,862","14,815,852","14,815,731","14,831,049","2,787,704","1,114,133","943,419","959,285","722,543",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),85.086%,76.593%,109.923%,110.467%,110.112%,68.279%,-0.313%,-3.672%,-3.712%,-3.711%,-3.374%,431.472%,1229.810%,1470.430%,1446.052%,285.818%,54.563%,44.510%,83.165%,37.967%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.048,-0.596,-0.788,-2.858,-0.330,-2.739,-0.754,-4.091,-0.734,-0.648,-0.688,-0.594,-0.663,-0.498,-0.573,-2.118,-5.515,-2.741,-8.524,-5.735,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.316,-0.596,-0.788,-2.858,-0.330,-2.740,-0.754,-4.091,-0.734,-0.650,-0.690,-0.594,-0.663,-0.500,-0.573,-2.118,-5.515,-2.741,-8.524,-5.735,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,769,000","-7,774,000","-8,741,000","-9,131,000","-12,251,000","-8,221,000","-9,924,000","-9,480,000","-4,571,000","-6,217,000","-8,156,000","-9,208,000","-7,093,000","-7,446,000","-5,166,000","-9,433,000","-561,000","-3,021,000","-2,197,000","-2,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.212,-0.183,-0.291,-0.304,-0.409,-0.342,-0.695,-0.664,-0.320,-0.436,-0.569,-0.621,-0.479,-0.503,-0.348,-3.384,-0.504,-3.202,-2.290,-2.800,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,-,-,-,-,-,-,"-9,383,750","-10,504,750","-7,969,750","-9,003,750","-5,658,000","-2,145,000","-2,099,000","-3,376,000","-2,298,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,-,-,-,-,-,-,"1,250","1,250","1,250","1,250",-,"1,000","2,000","2,000","2,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-20,510,000","-14,502,000","-10,869,000","-10,338,000","-11,198,000","-10,354,000","-11,110,000","-10,040,000","-10,598,000","-9,283,000","-9,859,000","-9,385,000","-10,506,000","-7,971,000","-9,005,000","-5,658,000","-2,146,000","-2,101,000","-3,378,000","-2,300,000",Upgrade,Financials in USD,Fiscal year is January - December
