Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters,,
"Selling, General & Admin","4,090,000","4,502,000","3,559,000","3,371,000","3,367,000","3,253,000","3,097,000","2,890,000","3,246,000","3,640,000","3,324,000","3,358,000","2,948,000","3,829,000","3,452,000","2,679,000","1,581,000","1,316,000","1,777,000","1,013,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"16,420,000","10,000,000","7,310,000","6,967,000","7,831,000","7,101,000","8,013,000","7,150,000","7,352,000","5,643,000","6,535,000","6,027,000","7,558,000","4,142,000","5,553,000","2,979,000","565,000","785,000","1,601,000","1,287,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"20,510,000","14,502,000","10,869,000","10,338,000","11,198,000","10,354,000","11,110,000","10,040,000","10,598,000","9,283,000","9,859,000","9,385,000","10,506,000","7,971,000","9,005,000","5,658,000","2,146,000","2,101,000","3,378,000","2,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-20,510,000","-14,502,000","-10,869,000","-10,338,000","-11,198,000","-10,354,000","-11,110,000","-10,040,000","-10,598,000","-9,283,000","-9,859,000","-9,385,000","-10,506,000","-7,971,000","-9,005,000","-5,658,000","-2,146,000","-2,101,000","-3,378,000","-2,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"97,481,000","-30,405,000","-12,762,000","-75,499,000","1,292,000","-55,406,000","338,000","304,000","127,000","36,000","-5,000",-,"3,000","-1,000","5,000","40,000","4,000","5,000","30,000","23,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"76,971,000","-44,907,000","-23,631,000","-85,837,000","-9,906,000","-65,760,000","-10,772,000","-9,736,000","-10,471,000","-9,247,000","-9,864,000","-9,385,000","-10,503,000","-7,972,000","-9,000,000","-5,618,000","-2,142,000","-2,096,000","-3,348,000","-2,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-690,000","-4,002,000","-490,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-48,648,000",-,-,-,-,-,-,-,-,-,-,-,"-1,867,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,829,000",-,Upgrade,Financials in USD,Fiscal year is January - December
