Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-6,000,000","-6,000,000","-6,000,000","-6,000,000","-10,000,000","-13,000,000","-9,000,000","-10,000,000","-8,000,000","-5,000,000","-6,000,000","-5,000,000","-4,000,000","-5,000,000","-3,000,000","-4,000,000","-2,000,000","-3,000,000","-1,000,000","-1,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"103,000,000","111,000,000","120,000,000","103,000,000","105,000,000","104,000,000","109,000,000","87,000,000","58,000,000","40,000,000","15,000,000","7,000,000","4,000,000","3,000,000","4,000,000","4,000,000","6,000,000","7,000,000","8,000,000","7,984,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-50,000,000",-,-,-,"-95,000,000","26,000,000","41,000,000","28,000,000","8,000,000","3,000,000","-54,000,000","35,000,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,000,000","2,000,000","2,000,000","39,000,000","-4,000,000","5,000,000","-4,000,000","95,000,000","-21,000,000","-41,000,000","-29,000,000","-9,000,000","-9,000,000","55,000,000","-42,000,000","4,000,000","-1,000,000",-,-,"-94,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"30,000,000","-1,256,000,000","-1,150,000,000","92,000,000","-1,921,000,000","-1,771,000,000","-270,000,000","1,657,000,000","1,221,000,000","2,482,000,000","4,235,000,000","5,411,000,000","3,552,000,000","3,061,000,000","1,260,000,000","-271,000,000","-232,000,000","-118,000,000","-124,000,000","-123,373,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-9,000,000","-23,000,000","-15,000,000","-22,000,000","-37,000,000","22,000,000","-35,000,000","-2,000,000","-4,000,000","-8,000,000","-6,000,000","-1,000,000",-,"2,000,000",-,-,-,"1,000,000",-,"230,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-316,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"21,000,000","-1,279,000,000","-1,165,000,000","70,000,000","-1,958,000,000","-1,749,000,000","-305,000,000","1,655,000,000","1,217,000,000","2,474,000,000","4,229,000,000","5,410,000,000","3,552,000,000","3,063,000,000","1,260,000,000","-271,000,000","-232,000,000","-117,000,000","-124,000,000","-123,459,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"8,000,000",-,"10,000,000","-147,000,000","1,672,000,000","-369,000,000","-384,000,000","190,000,000","174,000,000","277,000,000","572,000,000","542,000,000","219,000,000","283,000,000","39,000,000","2,000,000","1,000,000",-,-,"-169,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"13,000,000","-1,279,000,000","-1,175,000,000","217,000,000","-3,630,000,000","-1,380,000,000","79,000,000","1,465,000,000","1,043,000,000","2,197,000,000","3,657,000,000","4,868,000,000","3,333,000,000","2,780,000,000","1,221,000,000","-273,000,000","-233,000,000","-117,000,000","-124,000,000","-123,290,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"13,000,000","-1,279,000,000","-1,175,000,000","217,000,000","-3,630,000,000","-1,380,000,000","79,000,000","1,465,000,000","1,043,000,000","2,197,000,000","3,657,000,000","4,868,000,000","3,333,000,000","2,780,000,000","1,221,000,000","-273,000,000","-233,000,000","-117,000,000","-124,000,000","-123,290,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-85.188%,-,-,-97.840%,-69.906%,-68.707%,-20.971%,199.509%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"385,000,000","384,000,000","382,000,000","381,000,000","381,000,000","381,000,000","386,000,000","385,000,000","390,000,000","396,000,000","402,000,000","405,000,000","404,000,000","402,000,000","400,000,000","396,697,168","395,000,000","381,000,000","353,000,000","334,392,128",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"399,000,000","384,000,000","382,000,000","395,000,000","381,000,000","381,000,000","405,000,000","405,000,000","412,000,000","419,000,000","426,000,000","431,000,000","434,000,000","431,000,000","430,000,000","396,697,168","395,000,000","381,000,000","353,000,000","334,392,128",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.724%,0.787%,-5.679%,-2.469%,-7.524%,-9.069%,-4.930%,-6.032%,-5.069%,-2.784%,-0.930%,8.647%,9.873%,13.123%,21.813%,18.632%,19.419%,15.744%,7.357%,163.728%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.034,-3.331,-3.076,0.570,-9.528,-3.622,0.205,3.805,2.674,5.548,9.097,12.020,8.250,6.915,3.053,-0.688,-0.590,-0.307,-0.351,-0.369,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.030,-3.331,-3.076,0.542,-9.530,-3.622,0.190,3.637,2.530,5.240,8.580,11.290,7.700,6.460,2.840,-0.688,-0.590,-0.310,-0.351,-0.369,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-85.111%,-,-,-97.786%,-67.781%,-67.143%,-18.885%,202.113%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,717,000,000","-1,456,000,000","-1,185,000,000","402,000,000","-1,740,000,000","-1,149,000,000","-1,338,000,000","1,570,000,000","163,000,000","217,000,000","2,631,000,000","3,190,000,000","3,177,000,000","4,033,000,000","2,936,000,000","1,240,000,000","874,000,000","-43,000,000","-112,000,000","-105,684,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.303,-3.792,-3.102,1.018,-4.567,-3.016,-3.304,3.877,0.396,0.518,6.176,7.401,7.320,9.357,6.828,3.126,2.213,-0.113,-0.317,-0.316,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,11.332%,-,-,16.933%,-85.745%,-,-3.276%,38.454%,42.925%,55.970%,74.102%,77.812%,74.985%,73.105%,69.334%,-34.326%,-119.108%,-126.866%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-3.759%,-565.560%,-758.084%,0.213%,-109.885%,-542.733%,-19.656%,31.078%,34.661%,51.527%,69.683%,75.024%,71.604%,70.326%,65.359%,-48.161%,-149.682%,-182.090%,-1637.500%,-922.134%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,0.698%,-530.705%,-703.593%,7.720%,-198.252%,-401.163%,4.243%,28.816%,31.005%,46.262%,60.287%,67.508%,67.076%,63.849%,63.036%,-47.811%,-148.408%,-174.627%,-1550.000%,-877.197%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-92.213%,-604.149%,-709.581%,14.301%,-95.030%,-334.012%,-71.858%,30.881%,4.845%,4.569%,43.373%,44.238%,63.936%,92.627%,151.575%,217.163%,556.688%,-64.179%,-1400.000%,-751.932%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-18,000,000","-1,322,000,000","-1,230,000,000","208,000,000","-1,763,000,000","-1,775,000,000","-288,000,000","1,660,000,000","1,279,000,000","2,523,000,000","4,306,000,000","5,488,000,000","3,628,000,000","3,131,000,000","1,281,000,000","-268,000,000","-226,000,000","-114,000,000","-124,000,000","-120,631,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-0.967%,-,-,7.399%,-96.286%,-,-15.467%,32.651%,38.020%,53.127%,70.986%,76.106%,73.013%,71.911%,66.133%,-46.935%,-143.949%,-170.149%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"52,000,000","41,000,000","36,000,000","202,000,000","249,000,000","92,000,000","78,000,000","80,000,000","113,000,000","76,000,000","79,000,000","78,000,000","70,000,000","69,000,000","15,000,000","7,000,000","9,000,000","8,000,000","7,000,000","8,975,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-70,000,000","-1,363,000,000","-1,266,000,000","6,000,000","-2,012,000,000","-1,867,000,000","-366,000,000","1,580,000,000","1,166,000,000","2,447,000,000","4,227,000,000","5,410,000,000","3,558,000,000","3,062,000,000","1,266,000,000","-275,000,000","-235,000,000","-122,000,000","-131,000,000","-129,606,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-3.759%,-,-,0.213%,-109.885%,-,-19.656%,31.078%,34.661%,51.527%,69.683%,75.024%,71.604%,70.326%,65.359%,-48.161%,-149.681%,-182.089%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,38.095%,-,-,-,-,-,-,11.480%,14.297%,11.196%,13.526%,10.018%,6.165%,9.239%,3.095%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,862,000,000","241,000,000","167,000,000","2,811,000,000","1,831,000,000","344,000,000","1,862,000,000","5,084,000,000","3,364,000,000","4,749,000,000","6,066,000,000","7,211,000,000","4,969,000,000","4,354,000,000","1,937,000,000","571,000,000","157,000,000","67,000,000","8,000,000","14,055,000",Upgrade,Financials in USD,Fiscal year is January - December
