Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income,"-36,493,000","-43,777,000","-64,848,000","-29,220,000","-516,000","-20,682,000","-30,318,000","-15,542,000","-24,188,000","-18,766,000","-12,542,000","-3,850,000","2,657,000","-8,481,000","3,121,000","-85,612,000","-11,944,000","-36,568,000","-21,512,000","-26,017,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-36,493,000","-43,777,000","-64,848,000","-29,220,000","-516,000","-20,682,000","-30,318,000","-15,542,000","-24,188,000","-18,766,000","-12,542,000","-3,850,000","2,657,000","-8,481,000","3,121,000","-85,612,000","-11,944,000","-36,568,000","-21,512,000","-26,017,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"166,992,735","165,824,778","132,021,945","84,429,883","79,373,272","78,047,705","77,386,287","77,010,385","76,975,839","76,764,296","76,745,663","76,616,389","76,552,060","76,324,367","76,071,017","70,614,333","62,992,558","57,368,292","51,900,882","48,489,846",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"166,992,735","165,824,778","132,021,945","84,429,883","85,142,504","78,047,705","77,386,287","82,779,617","76,975,839","82,533,528","82,514,895","82,385,621","85,446,886","82,093,599","87,245,706","70,614,333","68,761,790","57,368,292","51,900,882","48,489,846",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),96.133%,112.466%,70.601%,1.994%,10.609%,-5.435%,-6.215%,0.478%,-9.914%,0.536%,-5.422%,16.670%,24.265%,43.099%,68.101%,45.627%,30.444%,33.694%,17.491%,17.997%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.219,-0.264,-0.491,-0.346,-0.006,-0.265,-0.392,-0.202,-0.314,-0.244,-0.163,-0.050,0.035,-0.111,0.041,-1.212,-0.190,-0.637,-0.414,-0.537,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.220,-0.264,-0.491,-0.346,-0.253,-0.265,-0.392,-0.237,-0.314,-0.247,-0.223,-0.226,-0.235,-0.253,-0.239,-1.212,-0.213,-0.640,-0.414,-0.537,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-36,648,000","-25,544,000","-34,142,000","-22,913,000","-7,991,000","-22,065,000","-23,352,000","-19,108,000","-13,963,000","-11,371,000","-18,876,000","-15,784,000","-13,258,000","-20,185,000","-17,517,000","-6,499,000","-13,872,000","-14,921,000","-19,103,000","-20,068,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.219,-0.154,-0.259,-0.271,-0.094,-0.283,-0.302,-0.231,-0.181,-0.138,-0.229,-0.192,-0.155,-0.246,-0.201,-0.092,-0.202,-0.260,-0.368,-0.414,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-150.340%,-84.697%,-49.323%,-18.782%,-8.720%,-7.981%,-19.343%,-3.410%,-23.627%,-16.215%,-9.198%,-11.196%,-15.437%,-27.624%,-60.978%,-12.995%,-25.953%,-,-165.121%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-298.204%,-265.130%,-214.004%,-135.464%,-127.405%,-135.454%,-168.603%,-137.556%,-180.059%,-162.368%,-135.232%,-146.644%,-160.693%,-172.649%,-275.511%,-195.169%,-238.359%,-1139.834%,-636.796%,-948.626%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-236.583%,-266.267%,-438.933%,-197.419%,-3.422%,-136.191%,-226.694%,-110.423%,-202.156%,-152.992%,-95.109%,-31.280%,21.863%,-72.376%,42.509%,-1164.948%,-203.268%,-2330.656%,-824.530%,-1153.236%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-237.588%,-155.368%,-231.095%,-154.807%,-52.987%,-145.298%,-174.607%,-135.758%,-116.699%,-92.703%,-143.141%,-128.242%,-109.092%,-172.256%,-238.586%,-88.434%,-236.079%,-950.988%,-732.196%,-889.539%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-45,039,000","-42,634,000","-30,697,000","-19,092,000","-18,324,000","-19,918,000","-22,066,000","-18,870,000","-21,035,000","-19,364,000","-17,276,000","-17,479,000","-18,935,000","-19,620,000","-19,582,000","-13,676,000","-13,341,000","-17,177,000","-15,880,000","-20,727,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-291.987%,-259.315%,-207.777%,-128.991%,-121.504%,-131.160%,-164.992%,-134.067%,-175.804%,-157.867%,-131.008%,-142.013%,-155.805%,-167.435%,-266.712%,-186.093%,-227.042%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"959,000","956,000","920,000","958,000","890,000","652,000","483,000","491,000","509,000","552,000","557,000","570,000","594,000","611,000","646,000","667,000","665,000","707,000","734,000","674,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-45,998,000","-43,590,000","-31,617,000","-20,050,000","-19,214,000","-20,570,000","-22,549,000","-19,361,000","-21,544,000","-19,916,000","-17,833,000","-18,049,000","-19,529,000","-20,231,000","-20,228,000","-14,343,000","-14,006,000","-17,884,000","-16,614,000","-21,401,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-298.204%,-265.130%,-214.004%,-135.464%,-127.405%,-135.454%,-168.603%,-137.556%,-180.059%,-162.368%,-135.232%,-146.644%,-160.693%,-172.649%,-275.511%,-195.169%,-238.359%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"15,425,000","16,441,000","14,774,000","14,801,000","15,081,000","15,186,000","13,374,000","14,075,000","11,965,000","12,266,000","13,187,000","12,308,000","12,153,000","11,718,000","7,342,000","17,403,000","5,876,000","1,569,000","2,609,000","2,256,000",Upgrade,Financials in USD,Fiscal year is January - December
