Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income,"10,455,000","-2,322,000","-2,159,000","-2,330,000","3,107,000","-3,762,000","-3,515,000","-528,813","3,747,000","-2,983,000","-2,475,000","1,190,188","-9,046,000","-11,993,000","-8,186,000","-14,097,000","55,315,000","-41,978,000","-3,695,000","-43,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"10,455,000","-2,322,000","-2,159,000","-2,330,000","3,107,000","-3,762,000","-3,515,000","-528,813","3,747,000","-2,983,000","-2,475,000","1,190,188","-9,046,000","-11,993,000","-8,186,000","-14,097,000","55,315,000","-41,978,000","-3,695,000","-43,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,236.498%,-,-,-,-17.080%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"843,566","637,603","506,537","300,384","469,221","337,963","323,814","194,354","186,788","186,725","186,178","145,146","143,301","143,301","132,710","115,225","115,262","108,375","102,149","108,555",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"843,566","637,603","506,537","300,384","469,221","337,963","323,814","194,354","186,788","186,725","186,178","145,146","143,301","143,301","132,710","115,225","134,624","108,375","102,149","108,555",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),79.780%,88.661%,56.428%,54.555%,151.205%,80.995%,73.927%,33.902%,30.347%,30.303%,40.289%,25.967%,6.445%,32.227%,29.918%,6.144%,42.497%,65.785%,56.299%,66.101%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),12.394,-3.642,-4.262,-7.757,6.622,-11.131,-10.855,-2.721,20.060,-15.975,-13.294,8.200,-63.126,-83.691,-61.683,-122.343,479.907,-387.340,-36.173,-396.260,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),12.394,-3.642,-4.262,-9.603,6.622,-11.131,-12.000,-11.698,20.060,-15.975,-13.294,-15.856,-80.000,-83.691,-61.683,-125.014,400.000,-387.340,-36.173,-396.260,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,87.172%,-,-,-,-66.991%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,042,000","-1,764,000","-1,465,000","-1,459,000","-2,242,000","-3,253,000","-3,065,000",-,-,"-3,630,000","-1,626,000","-1,747,883","-6,191,000","-8,016,000","-3,886,000","-16,004,000","-13,660,000","-13,154,000","-35,853,000","-18,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.421,-2.767,-2.892,-4.857,-4.778,-9.625,-9.465,-,-,-19.440,-8.734,-12.042,-43.203,-55.938,-29.282,-138.893,-101.468,-121.375,-350.987,-166.192,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-148.214%,-57.746%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1440.476%,-713.732%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,6223.214%,-817.606%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1215.476%,-621.127%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,922,000","-1,531,000","-1,772,000","-1,739,000","-1,957,000","-2,448,000","-3,048,000","-6,597,772","4,645,000","-3,118,000","-2,481,000","-3,064,936","-7,613,000","-8,298,000","-6,150,000","-11,756,500","56,229,000","-15,484,000","-19,448,000","-32,398,750",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"498,000","496,000","156,000","84,000","145,000","147,000","138,000","140,500","778,000","145,000","134,000","117,750","612,000","604,000","605,000","376,500","626,000","603,000","601,000","174,250",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,420,000","-2,027,000","-1,928,000","-1,823,000","-2,102,000","-2,595,000","-3,186,000","-6,738,272","3,867,000","-3,263,000","-2,615,000","-3,182,686","-8,225,000","-8,902,000","-6,755,000","-12,133,000","55,603,000","-16,087,000","-20,049,000","-32,573,000",Upgrade,Financials in USD,Fiscal year is January - December
