Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Income,"1,243,700,000","1,093,500,000","758,500,000","1,002,900,000","1,211,000,000","1,016,500,000","1,002,800,000","1,176,800,000","1,223,700,000","1,306,900,000","1,286,600,000","2,687,700,000","1,847,200,000","3,347,200,000","1,112,700,000","1,167,000,000","1,053,100,000","656,400,000","700,100,000","710,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-13,800,000","-14,800,000","-16,100,000","-18,300,000","-17,800,000","-18,900,000","-18,000,000","-17,400,000","-15,300,000","-13,100,000","-13,600,000","-14,100,000","-14,200,000","-14,400,000","-14,600,000","-14,800,000","-26,300,000","-9,700,000","-6,100,000","-6,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"187,400,000","179,400,000","161,500,000","148,700,000","133,700,000","118,300,000","95,200,000","70,500,000","42,900,000","28,200,000",-,"45,800,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-12,900,000",-,-,-,"50,200,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,400,000","1,400,000","15,400,000","-900,000","13,200,000","-2,100,000","-1,200,000","-6,200,000","4,200,000","1,900,000","27,400,000","-30,300,000","12,700,000","11,000,000","11,000,000","9,700,000","9,000,000","16,100,000","31,400,000","44,100,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"1,422,700,000","1,259,500,000","919,300,000","1,119,500,000","1,340,100,000","1,113,800,000","1,078,800,000","1,273,900,000","1,255,500,000","1,323,900,000","1,300,400,000","2,689,100,000","1,845,700,000","3,343,800,000","1,109,100,000","1,161,900,000","1,035,800,000","662,800,000","725,400,000","748,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-35,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"134,500,000","392,500,000","-196,200,000","58,100,000","-129,300,000","-30,900,000","-164,700,000","80,800,000","254,300,000","-163,700,000","-211,200,000","-137,700,000","-29,100,000","409,000,000","143,900,000","62,700,000","-37,500,000","256,100,000","-56,800,000","176,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-8,000,000",-,"-15,300,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"1,493,000,000","1,628,100,000","700,700,000","1,147,600,000","1,110,800,000","1,082,900,000","858,000,000","1,324,700,000","1,509,800,000","963,200,000","1,061,100,000","2,503,400,000","1,816,600,000","3,752,800,000","1,253,000,000","1,224,600,000","998,300,000","918,900,000","668,600,000","889,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"152,400,000","195,800,000","-21,300,000","-12,000,000","103,000,000","114,500,000","40,200,000","127,600,000","194,100,000","111,100,000","87,600,000","274,400,000","184,400,000","653,900,000","137,800,000","75,400,000","156,200,000","21,600,000","44,000,000","97,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"1,340,600,000","1,432,300,000","722,000,000","1,159,600,000","1,007,800,000","968,400,000","817,800,000","1,197,100,000","1,315,700,000","852,100,000","973,500,000","2,229,000,000","1,632,200,000","3,098,900,000","1,115,200,000","1,149,200,000","842,100,000","897,300,000","624,600,000","792,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"1,340,600,000","1,432,300,000","722,000,000","1,159,600,000","1,007,800,000","968,400,000","817,800,000","1,197,100,000","1,315,700,000","852,100,000","973,500,000","2,229,000,000","1,632,200,000","3,098,900,000","1,115,200,000","1,149,200,000","842,100,000","897,300,000","624,600,000","792,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,33.022%,47.904%,-11.714%,-3.133%,-23.402%,13.649%,-15.994%,-46.294%,-19.391%,-72.503%,-12.706%,93.961%,93.825%,245.358%,78.546%,45.101%,25.762%,364.682%,35.459%,-3.462%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"108,100,000","108,100,000","107,800,000","106,600,000","106,300,000","107,000,000","107,100,000","107,000,000","106,900,000","107,900,000","106,800,000","106,200,000","106,200,000","105,000,000","105,400,000","105,400,000","105,500,000","109,600,000","109,800,000","109,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"116,200,000","115,400,000","115,100,000","113,800,000","113,400,000","113,900,000","114,000,000","114,000,000","112,800,000","114,000,000","113,100,000","113,200,000","113,900,000","110,800,000","110,500,000","112,200,000","113,900,000","117,900,000","115,100,000","114,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.469%,1.317%,0.965%,-0.175%,0.532%,-0.088%,0.796%,0.707%,-0.966%,2.888%,2.353%,0.891%,-,-6.022%,-3.997%,-1.837%,-0.263%,2.880%,-0.346%,-0.436%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),12.401,13.250,6.698,10.878,9.481,9.050,7.636,11.188,12.308,7.897,9.115,20.989,15.369,29.513,10.581,10.903,7.982,8.187,5.689,7.253,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),11.540,12.410,6.270,10.191,8.890,8.500,7.170,10.493,11.660,7.470,8.610,19.691,14.330,27.970,10.090,10.241,7.390,7.610,5.430,6.928,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,29.809%,46.000%,-12.552%,-2.874%,-23.756%,13.788%,-16.725%,-46.713%,-18.632%,-73.293%,-14.668%,92.273%,93.911%,267.543%,85.820%,47.821%,26.109%,352.976%,36.090%,-3.104%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,049,300,000","173,500,000","1,378,600,000","838,300,000","938,300,000","909,400,000","1,189,400,000","1,567,700,000","486,400,000","410,800,000","1,959,900,000","2,217,600,000","3,280,400,000","478,200,000","553,200,000","1,069,600,000","-407,500,000","813,500,000","527,900,000","648,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,9.030,1.503,11.977,7.366,8.274,7.984,10.433,13.752,4.312,3.604,17.329,19.590,28.801,4.316,5.006,9.533,-3.578,6.900,4.586,5.673,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,52.627%,83.011%,46.512%,50.668%,55.045%,83.724%,50.707%,53.617%,58.140%,61.802%,57.887%,65.260%,67.603%,72.601%,58.441%,54.699%,58.213%,48.898%,56.175%,58.460%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,33.427%,30.828%,24.118%,29.202%,36.013%,32.187%,31.713%,34.466%,41.676%,45.741%,43.391%,54.278%,53.499%,65.140%,44.003%,48.165%,45.907%,33.627%,38.294%,38.149%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,36.031%,40.379%,22.957%,33.765%,29.970%,30.664%,25.863%,35.060%,44.810%,29.823%,32.832%,45.015%,47.272%,60.307%,44.102%,47.431%,36.709%,45.968%,34.165%,42.501%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,28.202%,4.891%,43.835%,24.410%,27.903%,28.796%,37.614%,45.914%,16.566%,14.378%,66.099%,44.785%,95.007%,9.306%,21.877%,44.145%,-17.764%,41.675%,28.875%,34.795%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"1,365,400,000","1,214,200,000","872,600,000","1,115,900,000","1,316,400,000","1,119,600,000","1,102,300,000","1,276,900,000","1,316,300,000","1,381,300,000","1,360,900,000","2,762,200,000","1,920,400,000","3,418,300,000","1,180,100,000","1,228,700,000","1,112,400,000","715,200,000","756,200,000","765,200,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,36.697%,34.231%,27.746%,32.493%,39.147%,35.452%,34.860%,37.397%,44.830%,48.344%,45.897%,55.783%,55.619%,66.523%,46.668%,50.712%,48.492%,36.639%,41.363%,41.063%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"121,700,000","120,700,000","114,100,000","113,000,000","105,400,000","103,100,000","99,500,000","100,100,000","92,600,000","74,400,000","74,300,000","74,500,000","73,200,000","71,100,000","67,400,000","61,700,000","59,300,000","58,800,000","56,100,000","54,300,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,243,700,000","1,093,500,000","758,500,000","1,002,900,000","1,211,000,000","1,016,500,000","1,002,800,000","1,176,800,000","1,223,700,000","1,306,900,000","1,286,600,000","2,687,700,000","1,847,200,000","3,347,200,000","1,112,700,000","1,167,000,000","1,053,100,000","656,400,000","700,100,000","710,900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,33.426%,30.828%,24.118%,29.202%,36.013%,32.187%,31.713%,34.466%,41.676%,45.740%,43.391%,54.278%,53.499%,65.140%,44.003%,48.165%,45.907%,33.627%,38.294%,38.149%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,10.208%,12.026%,-,-,9.273%,10.573%,4.685%,9.632%,12.856%,11.534%,8.255%,10.961%,10.151%,17.424%,10.998%,6.157%,15.646%,2.351%,6.581%,10.991%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"3,720,700,000","3,547,100,000","3,145,000,000","3,434,300,000","3,362,700,000","3,158,100,000","3,162,100,000","3,414,400,000","2,936,200,000","2,857,200,000","2,965,100,000","4,951,700,000","3,452,800,000","5,138,500,000","2,528,700,000","2,422,900,000","2,294,000,000","1,952,000,000","1,828,200,000","1,863,500,000",Upgrade,Financials in USD,Fiscal year is January - December
