Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-11,866,000","-48,119,000","-22,438,000","-15,139,000","-15,635,000","-15,606,000","-16,241,000","-14,222,000","-14,766,000","-14,366,000","-11,911,000","-13,617,000","-11,055,000","-11,039,000","-7,802,000","-7,021,000","-6,334,000","-4,540,000","-4,232,000","-4,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"7,000","12,000","14,000","17,000","16,000","12,000","14,000","13,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-11,873,000","-48,131,000","-22,452,000","-15,156,000","-15,651,000","-15,618,000","-16,255,000","-14,235,000","-14,766,000","-14,366,000","-11,911,000","-13,617,000","-11,055,000","-11,039,000","-7,802,000","-7,021,000","-6,334,000","-4,540,000","-4,232,000","-4,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,000","85,000","79,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-11,873,000","-48,131,000","-22,452,000","-15,156,000","-15,651,000","-15,618,000","-16,255,000","-14,235,000","-14,766,000","-14,366,000","-11,911,000","-13,617,000","-11,055,000","-11,039,000","-7,802,000","-7,021,000","-6,334,000","-4,570,000","-4,317,000","-4,432,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"65,456,735","65,459,678","64,011,360","61,533,203","45,894,643","43,676,387","36,832,747","31,827,659","31,827,008","23,535,442","13,008,779","13,004,893","13,001,514","12,991,837","12,945,546","12,958,919","12,924,682","8,182,725","230,860","231,073",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"65,456,735","65,459,678","64,011,360","61,533,203","45,894,643","43,676,387","36,832,747","31,827,659","31,827,008","23,535,442","13,008,779","13,004,893","13,001,514","12,991,837","12,945,546","12,958,919","12,924,682","8,182,725","230,860","231,073",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),42.624%,49.874%,73.789%,93.332%,44.200%,85.577%,183.138%,144.736%,144.795%,81.156%,0.488%,0.355%,0.594%,58.772%,5507.531%,5508.149%,5750.867%,4306.825%,35.675%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.181,-0.735,-0.351,-0.246,-0.341,-0.358,-0.441,-0.447,-0.464,-0.610,-0.916,-1.047,-0.850,-0.850,-0.603,-0.542,-0.490,-0.558,-18.700,-19.180,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.181,-0.735,-0.351,-0.247,-0.341,-0.358,-0.441,-0.449,-0.464,-0.610,-0.916,-1.050,-0.850,-0.850,-0.603,-0.542,-0.490,-0.558,-18.700,-19.180,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-16,274,000","-20,177,000","-24,604,000","-19,845,000","-14,258,000","-14,353,000","-15,895,000","-12,192,000","-10,875,000","-8,484,000","-11,998,000","-12,380,000","-10,831,000","2,756,000","-8,750,000","-6,969,000","-4,369,000","-7,555,000","-4,025,000","-3,998,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.249,-0.308,-0.384,-0.323,-0.311,-0.329,-0.432,-0.383,-0.342,-0.360,-0.922,-0.952,-0.833,0.212,-0.676,-0.538,-0.338,-0.923,-17.435,-17.302,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-4942.564%,-2977.425%,-4421.805%,-11285.616%,-3093.199%,-3255.677%,-4222.683%,-125809.091%,-4129.805%,-2742.857%,-2548.077%,-5032.472%,-79150.000%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-6088.718%,-8048.662%,-4220.301%,-10380.822%,-2877.022%,-3410.044%,-3964.634%,-129409.091%,-4113.092%,-2736.381%,-2545.085%,-5024.723%,-78964.286%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-8345.641%,-3374.080%,-4624.812%,-13592.466%,-2620.956%,-3133.843%,-3876.829%,-110836.364%,-3029.248%,-1616.000%,-2563.675%,-4568.266%,-77364.286%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-9,599,000","-17,660,000","-23,388,000","-16,392,000","-16,762,667","-14,780,500","-17,029,000","-13,617,000","-14,547,000","-14,114,000","-11,645,000","-13,360,000","-10,731,000","-10,762,000","-7,761,000","-7,012,000","-6,330,000","-4,532,000","-4,240,000","-4,381,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"39,000","145,000","136,000","85,000","64,333","130,500","284,000","222,000","279,000","286,000","280,000","278,000","350,000","303,000","70,000","41,000","33,000","13,000","8,000","7,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-9,638,000","-17,805,000","-23,524,000","-16,477,000","-16,827,000","-14,911,000","-17,313,000","-13,839,000","-14,826,000","-14,400,000","-11,925,000","-13,638,000","-11,081,000","-11,065,000","-7,831,000","-7,053,000","-6,363,000","-4,545,000","-4,248,000","-4,388,000",Upgrade,Financials in USD,Fiscal year is January - December
