Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Income,"544,000,000","423,000,000","299,000,000","507,000,000","494,000,000","381,000,000","227,000,000","428,000,000","378,000,000","286,000,000","332,000,000","494,000,000","417,000,000","328,000,000","398,000,000","447,000,000","482,000,000","99,000,000","301,000,000","363,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-346,000,000","-350,000,000","-355,000,000","-363,000,000","-339,000,000","-319,000,000","-307,000,000","-307,000,000","-385,000,000","-410,000,000","-362,000,000","-343,000,000","-351,000,000","-364,000,000","-368,000,000","-379,000,000","-374,000,000","-385,000,000","-396,000,000","-391,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,000,000","8,000,000","9,000,000","7,000,000","6,000,000","7,000,000","6,000,000","6,000,000","3,000,000","3,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","7,000,000","3,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,"-11,000,000","-15,000,000","-14,000,000","-7,000,000","-21,000,000","-10,000,000","-12,000,000","7,000,000","4,000,000","-7,000,000","-4,000,000","3,000,000","7,000,000","1,000,000","-4,000,000","-13,000,000",-,"-13,000,000","-4,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"205,000,000","70,000,000","-62,000,000","137,000,000","154,000,000","48,000,000","-84,000,000","115,000,000","3,000,000","-117,000,000","-35,000,000","148,000,000","71,000,000","-27,000,000","33,000,000","66,000,000","97,000,000","-284,000,000","-101,000,000","-29,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-3,000,000","-13,000,000","-12,000,000","-28,000,000","-29,000,000","-19,000,000","-15,000,000","-5,000,000","-10,000,000","-35,000,000","-21,000,000","-24,000,000","-17,000,000","-11,000,000","-21,000,000","-9,000,000","-2,000,000","-8,000,000","-4,000,000","-5,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-91,000,000","-402,000,000",-,-,"-622,000,000","-119,000,000","-83,000,000",-,-,-,-,"-469,000,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"5,000,000","1,000,000","4,000,000","-1,000,000","5,000,000","-1,000,000",-,"2,000,000",-,"3,000,000",-,-,"-21,000,000",-,"23,000,000",-,-,-,"1,000,000","21,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-5,000,000","-1,000,000",-,"-4,000,000","-37,000,000","-8,000,000",-,"-1,000,000","-6,000,000",-,"-18,000,000","-9,000,000","-45,000,000","-139,000,000","-96,000,000","-2,000,000",-,"-14,000,000","-20,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-188,000,000","-21,000,000","-6,000,000",-,"-24,000,000",-,-,"-2,000,000",-,"-8,000,000","1,000,000","-36,000,000","-1,000,000","-532,000,000",-,"-295,000,000","-4,000,000","-100,000,000","-23,000,000","-1,389,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-25,000,000","16,000,000","8,000,000","-22,000,000","-26,000,000","17,000,000","-37,000,000","155,000,000","566,000,000","118,000,000","-27,000,000","-44,000,000","-20,000,000","-54,000,000","-16,000,000","-47,000,000","-2,000,000","-38,000,000","-37,000,000","-12,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-21,000,000","48,000,000","-69,000,000","-7,000,000","-326,000,000","79,000,000","-136,000,000","-357,000,000","439,000,000","-129,000,000","-82,000,000","21,000,000","216,000,000","-670,000,000","-591,000,000","-394,000,000","75,000,000","-437,000,000","-178,000,000","-1,470,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"71,000,000","49,000,000","8,000,000","40,000,000","56,000,000","52,000,000","73,000,000","53,000,000","36,000,000","10,000,000","-16,000,000","-51,000,000","25,000,000","-77,000,000","16,000,000","-242,000,000","5,000,000","-112,000,000","-26,000,000","47,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-92,000,000","-1,000,000","-77,000,000","-47,000,000","-382,000,000","27,000,000","-209,000,000","-410,000,000","403,000,000","-139,000,000","-66,000,000","72,000,000","191,000,000","-593,000,000","-607,000,000","-152,000,000","70,000,000","-325,000,000","-152,000,000","-1,517,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"7,000,000","11,000,000","13,000,000","8,000,000","4,000,000","-1,000,000","8,000,000",-,"-4,000,000","-6,000,000","-3,000,000","-3,000,000","-3,000,000","-2,000,000","-3,000,000","-1,000,000","1,000,000","-1,000,000",-,"1,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-85,000,000","10,000,000","-64,000,000","-39,000,000","-378,000,000","26,000,000","-201,000,000","-410,000,000","399,000,000","-145,000,000","-69,000,000","69,000,000","188,000,000","-595,000,000","-610,000,000","-153,000,000","71,000,000","-326,000,000","-152,000,000","-1,516,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-85,000,000","10,000,000","-64,000,000","-39,000,000","-378,000,000","26,000,000","-201,000,000","-410,000,000","399,000,000","-145,000,000","-69,000,000","69,000,000","188,000,000","-595,000,000","-610,000,000","-153,000,000","71,000,000","-326,000,000","-152,000,000","-1,516,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-61.538%,-,-,-,-,-,-,112.234%,-,-,-,164.789%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"368,400,000","367,900,000","366,800,000","354,545,454","365,400,000","364,800,000","363,300,000","362,831,858","362,500,000","362,200,000","360,800,000","360,000,000","359,600,000","359,100,000","356,800,000","355,800,000","355,600,000","355,300,000","353,400,000","352,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"368,400,000","370,200,000","366,800,000","354,545,454","365,400,000","367,100,000","363,300,000","362,831,858","363,400,000","362,200,000","360,800,000","364,100,000","364,000,000","359,100,000","356,800,000","355,800,000","357,800,000","355,300,000","353,400,000","352,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.821%,0.844%,0.963%,-2.284%,0.550%,1.353%,0.693%,-0.348%,-0.165%,0.863%,1.121%,2.333%,1.733%,1.070%,0.962%,0.908%,1.532%,0.909%,0.598%,0.199%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.231,0.027,-0.174,-0.110,-1.034,0.071,-0.553,-1.130,1.101,-0.400,-0.191,0.192,0.523,-1.657,-1.710,-0.430,0.200,-0.918,-0.430,-4.299,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.231,0.027,-0.174,-0.110,-1.034,0.070,-0.553,-1.131,1.100,-0.400,-0.191,0.192,0.520,-1.660,-1.710,-0.430,0.200,-0.918,-0.430,-4.304,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-61.170%,-,-,-,-,-,-,111.538%,-,-,-,160.440%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"334,000,000","302,000,000","129,000,000","292,000,000","240,000,000","178,000,000","107,000,000","409,000,000","-1,317,000,000","71,000,000","-109,000,000","-54,000,000","501,000,000","333,000,000","377,000,000","314,000,000","175,000,000","131,000,000","189,000,000","156,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.907,0.816,0.352,0.824,0.657,0.485,0.295,1.127,-3.624,0.196,-0.302,-0.148,1.376,0.927,1.057,0.883,0.489,0.369,0.535,0.442,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,72.271%,70.079%,70.274%,70.722%,72.163%,70.051%,70.062%,70.269%,71.457%,70.666%,71.272%,71.494%,72.430%,70.857%,71.682%,70.854%,72.404%,70.252%,74.205%,71.448%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,21.673%,17.603%,13.888%,21.055%,22.073%,17.582%,11.677%,19.517%,18.475%,14.540%,17.310%,22.495%,19.754%,15.619%,19.635%,20.199%,22.544%,5.950%,14.960%,16.322%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-3.386%,0.416%,-2.973%,-1.620%,-16.890%,1.200%,-10.340%,-18.696%,19.501%,-7.372%,-3.597%,3.142%,8.906%,-28.333%,-30.094%,-6.914%,3.321%,-19.591%,-7.555%,-68.165%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,13.307%,12.568%,5.992%,12.126%,10.724%,8.214%,5.504%,18.650%,-64.370%,3.610%,-5.683%,-2.459%,23.733%,15.857%,18.599%,14.189%,8.185%,7.873%,9.394%,7.014%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"866,000,000","741,000,000","619,000,000","836,000,000","795,000,000","696,000,000","546,000,000","788,000,000","713,000,000","633,000,000","684,000,000","857,000,000","799,000,000","732,000,000","801,000,000","875,000,000","918,000,000","579,000,000","782,000,000","855,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,34.502%,30.836%,28.751%,34.718%,35.523%,32.118%,28.086%,35.932%,34.848%,32.181%,35.662%,39.026%,37.849%,34.857%,39.517%,39.539%,42.937%,34.796%,38.867%,38.444%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"322,000,000","318,000,000","320,000,000","329,000,000","301,000,000","315,000,000","319,000,000","360,000,000","335,000,000","347,000,000","352,000,000","363,000,000","382,000,000","404,000,000","403,000,000","428,000,000","436,000,000","480,000,000","481,000,000","492,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"544,000,000","423,000,000","299,000,000","507,000,000","494,000,000","381,000,000","227,000,000","428,000,000","378,000,000","286,000,000","332,000,000","494,000,000","417,000,000","328,000,000","398,000,000","447,000,000","482,000,000","99,000,000","301,000,000","363,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,21.673%,17.603%,13.887%,21.055%,22.073%,17.582%,11.677%,19.517%,18.475%,14.540%,17.310%,22.495%,19.754%,15.619%,19.635%,20.199%,22.544%,5.949%,14.960%,16.322%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,102.083%,-,-,-,65.823%,-,-,8.200%,-,-,-,11.574%,-,-,-,6.667%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,510,000,000","2,403,000,000","2,153,000,000","2,408,000,000","2,238,000,000","2,167,000,000","1,944,000,000","2,193,000,000","2,046,000,000","1,967,000,000","1,918,000,000","2,196,000,000","2,111,000,000","2,100,000,000","2,027,000,000","2,213,000,000","2,138,000,000","1,664,000,000","2,012,000,000","2,224,000,000",Upgrade,Financials in USD,Fiscal year is January - December
